Caption,BlockUntil,ChildStatus,GroupStatus,LastBoot,LastSync,LastSystemUpTimePollUtc,MachineType,MaxResponseTime,MinResponseTime,NodeName,PercentLoss,PercentMemoryAvailable,PercentMemoryUsed,StatusIcon,Comments,ConnectionType,Department,Latitude,Longitude,Region
091-003_0X-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:40 PM,,Unknown,1,1,091-003_0X-NB-VDS,0,,-2,Up.gif,SR 091X GoldenG Spur MM 001 - 004,Copper,VDS,25.961286,-80.229092,South
091-003_4X-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:17 PM,,Unknown,1,1,091-003_4X-SB-VDS,0,,-2,Up.gif,SR 091X GoldenG Spur MM 001 - 004,Fiber,VDS,25.96763817,-80.22924361,South
091-000_6X-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:13 PM,,Unknown,1,1,091-000_6X-NB-VDS,0,,-2,Up.gif,SR 091X GoldenG Spur MM 001 - 004,Fiber,VDS,25.93203993,-80.21245828,South
821-017_5-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:52 PM,,Unknown,2,2,821-017_5-NB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.64692352,-80.38460334,South
821-018_8-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,2,1,821-018_8-NB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.66397272,-80.38597126,South
821-021_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,2,2,821-021_9-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.707191107,-80.383686301,South
821-024_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:58 PM,,Unknown,2,2,821-024_9-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.753517887,-80.385375237,South
821-026_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:44:00 PM,,Unknown,2,1,821-026_5-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.774826478,-80.386195352,South
821-028_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:43 PM,,Unknown,1,1,821-028_4-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.803914413,-80.386555150,South
821-033_8-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,3,1,821-033_8-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.882307684,-80.388790841,South
821-023_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:11 PM,,Unknown,2,2,821-023_9-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.739114246,-80.384789113,South
821-027_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:58 PM,,Unknown,2,1,821-027_4-NSB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.789766280,-80.385427878,South
821-033_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:58 PM,,Unknown,1,1,821-033_0-SB-VDS,0,,-2,Up.gif,SR 821 MM 016 - 035,Fiber,VDS,25.871217622,-80.388285502,South
091-075_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,2,2,091-075_0-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.35567876,-80.17089151,South
091-082_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:40 PM,,Unknown,2,2,091-082_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.458085562,-80.174933023,South
091-093_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:36 PM,,Unknown,1,1,091-093_5-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.620622000,-80.174082000,South
091-085_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:00 PM,,Unknown,1,1,091-085_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.503946527,-80.172788761,South
091-094_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:37 PM,,Unknown,1,1,091-094_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 065 - 094,Fiber,VDS,26.634167,-80.174813,South
091-114_5-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,12,3,091-114_5-NB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.915021000,-80.144848000,South
091-101_5-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,13,3,091-101_5-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.728851000,-80.135620000,South
091-097_9-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:22 PM,,Unknown,4,2,091-097_9-SB-VDS,0,,-2,Up.gif,SR 091 MM 094 - 116,Fiber,VDS,26.684803000,-80.162862000,South
091-121_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:16 PM,,Unknown,2,2,091-121_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,26.998684061,-80.201144354,South
091-125_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,14,4,091-125_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.043333930,-80.239652240,South
091-129_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,2,2,091-129_4-SB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.099271740,-80.259708263,South
091-136_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,5,4,091-136_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.184696005,-80.320699096,South
091-140_2-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,4,4,091-140_2-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.234975848,-80.343906763,South
091-143_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:00 PM,,Unknown,8,4,091-143_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.283586464,-80.364431202,South
091-118_2-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,8,3,091-118_2-SB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,26.962412633,-80.171743440,South
091-126_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,2,2,091-126_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.058149661,-80.240989155,South
091-130_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,5,4,091-130_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.110168226,-80.270124835,South
091-133_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,5,4,091-133_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.152638259,-80.298970559,South
091-137_2-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:58 PM,,Unknown,13,4,091-137_2-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.195010537,-80.327098487,South
091-141_1-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,8,4,091-141_1-SB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.247318638,-80.347170534,South
091-144_6-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,25,4,091-144_6-SB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.293792423,-80.370145705,South
091-119_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,2,2,091-119_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,26.975207229,-80.181018955,South
091-123_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,7,3,091-123_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.019218265,-80.224690935,South
091-127_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:58 PM,,Unknown,12,4,091-127_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.072366108,-80.247211738,South
091-131_6-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,2,2,091-131_6-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Fiber,VDS,27.124546313,-80.279952734,South
091-134_5-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:17 PM,,Unknown,12,5,091-134_5-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.161291190,-80.304839810,South
091-138_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,8,4,091-138_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.209882003,-80.334077023,South
091-142_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,7,4,091-142_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.260065993,-80.351178544,South
091-145_4-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,4,4,091-145_4-SB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.304235006,-80.374452070,South
091-120_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:56 PM,,Unknown,13,3,091-120_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,26.987929543,-80.190285967,South
091-124_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,2,2,091-124_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.029944027,-80.235685854,South
091-128_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:58 PM,,Unknown,13,4,091-128_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.085805372,-80.253282465,South
091-132_4-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:18 PM,,Unknown,2,2,091-132_4-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.134295379,-80.286529617,South
091-135_5-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:58 PM,,Unknown,5,4,091-135_5-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.173038788,-80.312723685,South
091-139_2-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,7,4,091-139_2-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.221047342,-80.339412232,South
091-143_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,8,4,091-143_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 116 - 144,Copper,VDS,27.273500310,-80.358651722,South
091-146_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:20 PM,,Unknown,3,3,091-146_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.318265795,-80.374564806,North
091-150_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:28 PM,,Unknown,3,3,091-150_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.373845963,-80.383906708,North
091-154_2-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:43 PM,,Unknown,3,3,091-154_2-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.424835233,-80.411948485,North
091-158_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:54 PM,,Unknown,3,3,091-158_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.471756617,-80.445025540,North
091-161_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:24 PM,,Unknown,3,3,091-161_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.484552718,-80.501717787,North
091-165_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:04 PM,,Unknown,3,3,091-165_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.486558462,-80.566785028,North
091-147_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:57 PM,,Unknown,3,3,091-147_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.332460529,-80.374543845,North
091-151_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:02 PM,,Unknown,3,3,091-151_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.387614299,-80.390682857,North
091-155_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:17 PM,,Unknown,3,3,091-155_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Fiber,VDS,27.434793839,-80.420317631,North
091-158_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:12 PM,,Unknown,3,3,091-158_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.480624608,-80.453575699,North
091-162_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:18 PM,,Unknown,3,3,091-162_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Fiber,VDS,27.484754294,-80.518866726,North
091-166_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:44:00 PM,,Unknown,3,2,091-166_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.497407939,-80.578319841,North
091-171_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:04 PM,,Unknown,3,2,091-171_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.542334881,-80.622471749,North
091-148_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:33:19 PM,,Unknown,3,3,091-148_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.347248866,-80.374475456,North
091-156_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:44 PM,,Unknown,3,3,091-156_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.447217118,-80.427553646,North
091-159_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:18 PM,,Unknown,3,3,091-159_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.484772397,-80.468954711,North
091-163_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:18 PM,,Unknown,3,2,091-163_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.484834981,-80.534925183,North
091-167_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:44 PM,,Unknown,3,2,091-167_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Fiber,VDS,27.509070372,-80.588073040,North
091-172_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:30 PM,,Unknown,3,2,091-172_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.551388848,-80.635252878,North
091-149_3-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:58 PM,,Unknown,3,3,091-149_3-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.361089223,-80.377114466,North
091-153_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:42 PM,,Unknown,3,3,091-153_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.411750526,-80.401802693,North
091-157_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:18 PM,,Unknown,3,3,091-157_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.460476916,-80.432816234,North
091-160_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:43 PM,,Unknown,3,3,091-160_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.484396667,-80.485256839,North
091-164_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:37 PM,,Unknown,3,2,091-164_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.484831675,-80.551261217,North
091-168_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:55 PM,,Unknown,3,2,091-168_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.520683589,-80.597774624,North
091-173_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:33 PM,,Unknown,3,2,091-173_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 144 - 174,Copper,VDS,27.559436436,-80.649432521,North
091-178_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:03 PM,,Unknown,4,3,091-178_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559131691,-80.730236571,North
091-182_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:36 PM,,Unknown,3,3,091-182_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.567619884,-80.794485225,North
091-185_1-NB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:01 PM,,Unknown,3,3,091-185_1-NB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.602661842,-80.821986856,North
091-188_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:33 PM,,Unknown,6,3,091-188_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.648208978,-80.857683987,North
091-196_7-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:20 PM,,Unknown,3,3,091-196_7-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.738498317,-80.925263087,North
091-200_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:31:57 PM,,Unknown,5,2,091-200_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.780250044,-80.971379117,North
091-204_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:35:16 PM,,Unknown,2,2,091-204_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.828389648,-81.004786773,North
091-174_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:32 PM,,Unknown,3,3,091-174_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559160066,-80.664999241,North
091-179_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:40 PM,,Unknown,3,3,091-179_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559139510,-80.747192025,North
091-183_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:00 PM,,Unknown,3,3,091-183_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.577985939,-80.805531920,North
091-185_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:34 PM,,Unknown,3,3,091-185_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,VDS,27.611749320,-80.830624025,North
091-189_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:22 PM,,Unknown,3,3,091-189_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.659696717,-80.867739159,North
091-193_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:02 PM,,Unknown,6,3,091-193_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.708367413,-80.895217067,North
091-197_6-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:33 PM,,Unknown,5,3,091-197_6-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.747469995,-80.935174705,North
091-205_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:32:42 PM,,Unknown,3,2,091-205_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.843008010,-81.006854864,North
091-176_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:51 PM,,Unknown,3,3,091-176_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559180382,-80.697598247,North
091-180_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:13 PM,,Unknown,4,3,091-180_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559105559,-80.763431870,North
091-184_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:41 PM,,Unknown,3,3,091-184_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Fiber,VDS,27.589418065,-80.813424186,North
091-187_0-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:03 PM,,Unknown,3,3,091-187_0-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.624230683,-80.839879824,North
091-190_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:35 PM,,Unknown,3,3,091-190_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.669538627,-80.879235745,North
091-194_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:45 PM,,Unknown,4,3,091-194_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.719760329,-80.904679230,North
091-198_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:36 PM,,Unknown,3,3,091-198_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.759703259,-80.948670442,North
091-202_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:34:11 PM,,Unknown,4,3,091-202_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.801176130,-80.994420083,North
091-206_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:36:22 PM,,Unknown,3,3,091-206_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.858573057,-81.009039665,North
091-177_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:41:55 PM,,Unknown,3,3,091-177_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.559162436,-80.713906244,North
091-181_1-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:23 PM,,Unknown,5,3,091-181_1-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.562346863,-80.779280790,North
091-185_0-SB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:03 PM,,Unknown,3,3,091-185_0-SB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.599939680,-80.823169658,North
091-187_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:58 PM,,Unknown,5,3,091-187_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.636198690,-80.848732312,North
091-191_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:38 PM,,Unknown,6,3,091-191_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.679325376,-80.890671472,North
091-195_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:12 PM,,Unknown,5,3,091-195_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.728951404,-80.914692482,North
091-199_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:42:31 PM,,Unknown,6,3,091-199_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.769981484,-80.960073438,North
091-203_8-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:43:25 PM,,Unknown,10,2,091-203_8-NSB-VDS,0,,-2,Up.gif,SR 091 MM 174 - 207,Copper,VDS,27.814044458,-81.002307784,North
091-207_9-NSB-VDS,12/30/1899 5:00:00 AM,1,Up.gif,,11/21/2018 3:31:35 PM,,Unknown,4,1,091-207_9-NSB-VDS,0,,-2,Up.gif,SR 091 MM 207 - 229,Copper,VDS,27.870328741,-81.018528326,North
