deviceid,date,cat1,cat2,cat3,cat4,fault_code_type_1_count_category,fault_code_type_1_count_per_usage1_category,fault_code_type_1_count_per_usage2_category,fault_code_type_2_count_category,fault_code_type_2_count_per_usage1_category,fault_code_type_2_count_per_usage2_category,fault_code_type_3_count_category,fault_code_type_3_count_per_usage1_category,fault_code_type_3_count_per_usage2_category,fault_code_type_4_count_category,fault_code_type_4_count_per_usage1_category,fault_code_type_4_count_per_usage2_category,problem_type_1_category,problem_type_1_per_usage1_category,problem_type_1_per_usage2_category,problem_type_2_category,problem_type_2_per_usage1_category,problem_type_2_per_usage2_category,problem_type_3_category,problem_type_3_per_usage1_category,problem_type_3_per_usage2_category,problem_type_4_category,problem_type_4_per_usage1_category,problem_type_4_per_usage2_category,version
N0001,11/28/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/29/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/30/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/1/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/2/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/3/15,0-10,0-2000,0-200,5001-10000,0,>1,0,1,>1,>1,1,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/4/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/5/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/6/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/7/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/8/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/9/15,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/10/15,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/8/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/9/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/10/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/11/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/12/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/13/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/14/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/15/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/16/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/17/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/18/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/19/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/20/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/21/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/22/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/23/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/24/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,12/25/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/26/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/27/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/28/12,0-10,4001-5000,0-200,0-5000,1,>1,>1,1,>1,>1,0,>1,>1,1,>1,>1,1,>1,>1,>10,>1,>1,0,0,0,0,0,0,0
N0002,12/29/12,0-10,4001-5000,0-200,0-5000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/30/12,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,12/31/12,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/1/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/2/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/3/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,1/4/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,1/5/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/6/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/7/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/8/13,0-10,4001-5000,0-200,0-5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/9/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/10/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/11/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/12/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/13/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/14/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/15/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/16/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/17/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/18/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/19/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,1/20/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/21/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/22/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/23/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,1/24/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/25/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/26/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/27/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/28/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,1/29/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/30/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,1/31/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/1/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/2/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/3/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/4/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/5/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,2/6/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,2/7/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/8/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/9/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/10/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/11/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/12/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/13/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/14/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/15/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/16/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/17/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/18/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/19/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/20/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/21/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/22/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/23/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/24/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/25/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,2/26/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/27/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,2/28/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/1/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/2/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/3/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/4/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/5/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/6/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/7/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/8/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/9/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/10/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/11/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/12/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/13/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/14/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/15/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,10-Jun,>1,>1,0,0,0,0,0,0,0
N0002,3/16/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/17/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/18/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/19/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/20/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/21/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/22/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/23/13,0-10,4001-5000,0-200,0-5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/24/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/25/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/26/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/27/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/28/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/29/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,3/30/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,3/31/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/1/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/2/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/3/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/4/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/5/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/6/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/7/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/8/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/9/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/10/13,0-10,4001-5000,0-200,0-5000,1,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/11/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/12/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/13/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/14/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/15/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/16/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/17/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/18/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/19/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/20/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/21/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/22/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/23/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/24/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/25/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/26/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/27/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/28/13,0-10,4001-5000,0-200,0-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0002,4/29/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,4/30/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
N0002,5/1/13,0-10,4001-5000,0-200,0-5000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,>10,>1,>1,0,0,0,0,0,0,0
