deviceid,date,cat1,cat2,cat3,cat4,fault_code_type_1_count_category,fault_code_type_1_count_per_usage1_category,fault_code_type_1_count_per_usage2_category,fault_code_type_2_count_category,fault_code_type_2_count_per_usage1_category,fault_code_type_2_count_per_usage2_category,fault_code_type_3_count_category,fault_code_type_3_count_per_usage1_category,fault_code_type_3_count_per_usage2_category,fault_code_type_4_count_category,fault_code_type_4_count_per_usage1_category,fault_code_type_4_count_per_usage2_category,problem_type_1_category,problem_type_1_per_usage1_category,problem_type_1_per_usage2_category,problem_type_2_category,problem_type_2_per_usage1_category,problem_type_2_per_usage2,problem_type_2_per_usage2_category,problem_type_3_category,problem_type_3_per_usage1_category,problem_type_3_per_usage2_category,problem_type_4_category,problem_type_4_per_usage1_category,problem_type_4_per_usage2_category
N0001,08/03/2014,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/04/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/05/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/06/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/07/2014,0-10,0-2000,0-200,5001-10000,0,>1,>1,0,>1,>1,0,>1,>1,0,>1,>1,>1,>1,>1,0,0,0,0,0,0,0,0,0,0
N0001,08/08/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/09/2014,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/10/2014,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/11/2014,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/12/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/13/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/14/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/15/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/16/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/17/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/18/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/19/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/20/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/21/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/22/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/23/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/24/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/25/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/26/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/27/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/28/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/29/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/30/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,08/31/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/01/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/02/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/03/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/04/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/05/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/06/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/07/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/08/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/09/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/10/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/11/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/12/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/13/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/14/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/15/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/16/2014,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/17/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/18/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/19/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/20/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/21/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/22/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/23/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/24/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/25/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/26/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/27/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/28/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/29/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,09/30/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/01/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/02/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/03/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/04/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/05/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/06/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/07/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/08/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/09/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/10/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/11/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/12/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/13/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/14/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/15/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/16/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/17/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/18/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/19/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/20/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/21/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/22/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/23/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/24/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/25/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/26/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/27/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/28/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/29/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/30/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,10/31/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/01/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/02/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/03/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/04/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/05/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/06/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/07/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/08/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/09/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/10/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/11/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/12/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/13/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/14/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/15/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/16/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/17/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/18/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/19/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/20/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/21/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/22/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/23/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/24/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/25/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/26/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/27/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/28/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/29/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,1,>1,>1,1,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,11/30/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/01/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/02/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/03/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/04/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/05/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/06/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/07/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/08/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/09/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/10/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/11/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/12/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/13/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/14/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/15/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/16/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/17/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/18/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/19/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/20/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/21/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/22/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,1,>1,>1,1,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/23/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/24/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/25/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/26/2014,0-10,0-2000,0-200,5001-10000,0,>1,>1,1,>1,>1,1,>1,>1,0,>1,>1,1,>1,>1,5-Jan,>1,0.020408163,>1,0,0,0,0,0,0
N0001,12/27/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/28/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/29/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/30/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,12/31/2014,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/01/2015,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/02/2015,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/03/2015,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/04/2015,0-10,0-2000,0-200,5001-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0001,01/05/2015,0-10,0-2000,0-200,5001-10000,0,>1,0,0,>1,>1,0,>1,>1,0,>1,>1,0,0,0,0,0,0,0,0,0,0,0,0,0
