iteration_id,cust1,cust2,cust3,cust4,cust5,cust6,cust7,cust8,cust9,cust10,cust11,cust12,cust13,cust14,cust15,cust16,cust17,cust18,cust19,cust20,cust21,cust22,cust23,cust24,cust25,cust26,cust27,cust28,cust29,cust30,cust31,cust32,cust33,cust34,cust35,cust36,cust37,cust38,cust39,cust40,cust41,cust42,cust43,cust44,cust45,cust46,cust47,cust48,cust49,cust50,cust51,cust52,cust53,cust54,cust55,cust56,cust57,cust58,cust59,cust60,cust61,cust62,cust63,cust64,cust65,cust66,cust67,cust68,cust69,cust70,cust71,cust72,cust73,cust74,cust75,cust76,cust77,cust78,cust79,cust80,cust81,cust82,cust83,cust84,cust85,cust86,cust87,cust88,cust89,cust90,cust91,cust92,cust93,cust94,cust95,cust96,reporting_date
205,1.742137101,-0.877753337,0.46108994,-0.95192263,0.985555744,1.073133262,1.029916348,1.111470738,1.365410753,0.715074293,1.065409378,-0.464069672,-0.894519872,0.937222921,0.481090865,0.973568604,0.012048531,0.605637069,-1.396574589,-0.543641363,-0.467991867,-0.506759079,-0.03270884,-2.204815246,-0.635500328,-0.205341166,0.182656095,0.69302132,-0.714580892,-0.528450528,-0.542046337,-0.910265499,-0.954091774,1.537337084,1.134319518,0.104495257,-1.486487236,0.06280743,0.252699692,1.149887794,0.143350007,-0.070244823,1.234088813,-0.012889814,0.086973841,-1.558119038,-0.082674205,-1.633811735,-1.177895683,-0.72677949,-1.332537067,1.587095539,0.075307298,0.208701749,0.72309831,-0.327474936,-1.520356818,-1.910311767,0.76856395,0.834925231,0.950240064,-0.645268301,0.08397933,-1.2121086,-0.308805284,-0.140877319,0.087894705,-0.606189587,1.391922524,-0.693701168,-0.076074684,0.526780468,-0.755067049,0.441524435,0.722304776,-0.731970431,1.669109224,0.871584689,0.108342419,1.138112111,-0.100266107,1.543353392,-0.320944764,-0.959653335,0.989916771,-1.304440502,0.621892013,-0.101420028,-0.584996087,0.219424692,0.173563421,0.82338147,-0.14590114,0.003863079,1.235400759,0.840248049,03/31/2018
206,2.224369382,0.685552095,0.779712082,-0.6165169,1.38271389,0.449633717,0.62179879,0.740799351,1.227726898,0.503457613,0.59656486,-1.738312676,-0.975289822,-1.061907824,1.60237505,-0.122281563,-0.470469104,0.569903023,0.150232609,-0.446505055,-0.207919584,0.209561222,-0.174650268,-0.235911557,0.739692041,0.697795031,-0.822738002,-0.816210104,1.579328455,0.455991085,0.430419504,0.247412117,-0.925067525,0.17100092,0.703171281,-0.401061016,1.155983682,0.327878524,-0.858019575,1.381717993,-0.508673565,0.072085413,-1.65570782,-0.422962785,-0.920736056,-0.53594249,-0.71359409,-0.394436483,-0.613651991,-1.314901965,-0.497301471,0.486336376,0.579016159,1.524008439,-0.176903541,0.669767815,-0.911888947,1.072180567,2.10795406,-0.246623131,-0.0519276,0.224991936,0.48874881,-0.615870022,1.369307938,-0.691077275,0.365002961,-0.781267318,1.224643711,-1.406583579,-0.86200771,-0.313382316,-2.554952516,0.936629476,-1.667572178,-0.156425131,-0.575853392,0.382146936,0.037531436,0.058822707,0.431510898,-0.6422556,-0.47860226,-0.207685389,-0.060967977,-0.824347808,0.96646545,-0.185301587,1.524986146,1.099351721,-0.753033191,0.398243856,-0.049399205,-0.826498763,-0.481520601,2.089273039,03/31/2018
207,1.584135134,0.834816092,0.360346348,0.033857077,-0.436217533,-1.016874194,0.248357992,0.830812041,-0.508848643,1.205596618,-1.537837306,0.183900966,-1.688840712,0.655379608,-0.244651801,-0.376967364,0.376310254,-1.589796739,-0.514603471,0.2516731,0.5345305,0.238508164,-0.598943188,0.801778697,-0.697209543,-0.23669827,-0.548259322,-1.064329354,0.401640818,0.36116262,-0.148066874,-0.495397217,0.809078529,1.270277608,2.475462679,0.719824129,1.066084678,-1.096555025,0.864115464,-0.747661488,-0.516699856,0.438321877,-0.089661398,1.148257525,-0.469956376,-0.586721853,-1.551711648,0.287611783,-1.145158421,2.039669198,-1.93458618,-0.785739758,0.519587502,-0.085515239,1.402686394,0.225305712,-1.353650987,0.746649675,0.172708496,1.698790584,2.875895007,-0.935208391,-0.028117029,-0.721609013,0.720517619,1.13083388,1.896733011,-0.2350464,-0.246228637,-0.088125489,0.673793465,-1.148109732,1.151963716,0.810778147,0.40687155,-0.300392458,-0.721906872,-1.242487997,-0.935563094,-0.031330956,0.855038707,-0.896689016,-0.607200263,-0.999830263,-1.781122592,-0.418783657,-0.088585921,2.267206582,-0.704935701,1.313630946,-0.062041181,-1.390112629,0.768152404,-0.713791906,-0.221384653,-1.063117452,03/31/2018
208,1.679673005,0.523004928,1.15478997,0.793575055,-0.888032901,0.631107469,1.230982889,-0.372290287,0.475259867,0.058132628,-1.419875844,-1.74318302,-0.817383352,-0.709849246,1.831549525,0.166733116,-0.997310963,-0.04082267,1.067164703,-0.75730668,0.20088919,1.193657226,-1.091129889,0.13277031,-0.673313707,-0.238508164,-0.094501047,-0.193713277,0.13199724,-0.207998028,0.517312628,0.951201855,-0.744325916,-2.000815584,-1.737962521,-1.028229235,0.552086021,0.529946647,-0.762718173,-0.895661287,-0.97197244,0.817703949,-0.87786475,0.531797468,1.467587936,0.996683411,-0.89007699,1.01777232,-0.115886678,-0.40529244,0.33426204,-1.191942829,-0.088663228,1.507601155,0.516874934,-0.657088322,-0.127909061,0.073235924,-2.274264261,0.782514462,-1.018286184,-0.10272629,-0.355778411,-0.023065923,-0.704446848,-1.100052032,0.958925739,0.414028136,0.675041747,-0.609502422,-0.611621545,-0.545594503,0.114962404,-0.89406285,-0.020388597,-1.147222974,-0.313302735,-0.724292022,-1.185121619,0.607660695,0.611529458,1.200232873,-0.066181656,-0.138483074,-1.206863089,-0.060891807,-0.165568963,-0.060815637,1.636435627,-0.884747351,0.346827846,1.140601853,0.525990345,-0.635127435,1.654502739,0.625888106,03/31/2018
209,-0.193947471,2.31915692,0.363449999,-0.318771072,-0.32965545,0.020694415,-1.343962595,0.704446848,0.940551672,1.561993486,0.029724561,1.947673809,0.872032615,1.278376658,0.186546458,-1.99463102,0.877641924,1.228213478,-0.534353148,0.598211045,-0.741201802,0.388572516,-0.954935331,3.02301487,0.369749387,1.657817847,1.169973984,-0.494706001,0.225148824,1.20196546,0.117504442,0.180634743,2.327105904,-0.867789822,1.282719495,-0.630921022,1.369892288,0.343336524,-0.621241725,-1.446360329,0.814288796,1.70203748,0.877528237,0.911425104,0.710439281,-0.074080617,1.279936441,1.598791641,-0.52528776,0.821771664,-1.724611138,-0.307040864,0.823597475,0.705133516,-0.653105872,-2.140823199,-0.808229288,-1.712223821,-0.476287596,0.302953822,-0.003097966,0.100574198,0.70297574,-0.199016768,1.527196218,-2.388715075,-1.519383659,-0.830596036,-2.527885954,-1.935577529,1.419034561,-1.120454272,-2.382148523,0.782099505,1.995194907,-1.096277629,-1.595508365,0.639813607,1.900907591,-1.197252004,0.214256488,0.493841981,0.481090865,0.631480361,-1.436419552,-0.654526957,0.200265049,-1.145747319,-1.274920578,-0.397001259,0.141418468,-0.742813882,-0.279727601,0.244020839,0.610975803,-1.24182634,03/31/2018
210,-1.755552148,-0.366146651,0.315793613,1.937578418,0.125132829,-0.778366029,0.534794253,-0.731770342,0.925185759,0.337013262,0.346258275,-0.495830363,0.810989604,0.39088377,-0.854709015,0.156734359,0.964514584,-0.458539944,-0.741906661,-1.882144716,0.297991392,0.68400368,0.132383775,-0.433694822,0.143118086,-0.265278004,-0.723298399,-0.06058599,0.009447376,0.201670218,-1.120740762,1.082294148,1.065948254,0.896918664,-1.283938218,-0.63297648,0.623376764,1.276819148,0.816103238,-1.378941761,-0.352520146,-0.336608537,-0.153947894,0.328524266,-0.38173539,-0.48504603,0.033933247,0.579649395,2.384767868,-1.27647354,0.558154625,-0.249226559,-0.682941845,-2.112919901,-1.158823579,-1.690750651,0.241420821,-0.289365971,-2.019278327,0.260288289,-0.349834863,-0.94448751,-0.959412318,-0.473462478,0.604534307,0.292637878,-1.712887752,0.429747615,-1.963198883,1.374403382,1.291650733,0.842537702,0.093041308,0.0337036,-1.461107786,-0.558422926,-0.25665031,2.149990905,-0.272098077,-0.187480964,0.810459824,-1.385303676,-0.841664587,1.272164809,-1.44202204,1.933594831,0.735474259,-1.390312718,-2.126653271,-0.962688773,0.299191925,0.699552629,0.746144906,-0.798722795,0.195507255,0.057519856,03/31/2018
211,0.743619921,0.374586762,-1.767830327,0.475259867,-0.941981853,-0.616147418,-0.601048669,1.285684448,-1.777771104,-0.68836016,-0.67139581,-0.278216703,1.165585672,-1.408852768,0.975412604,1.46646471,0.65168706,2.21270966,0.817276486,-0.06656478,-0.027504257,0.528891633,-0.003097966,0.427401119,-0.247569005,-0.685357691,0.687293777,2.695960575,0.899897259,0.506063316,0.317161266,1.438352228,1.231310307,-0.118120624,0.523268682,0.579830157,-0.810459824,-1.183425411,0.478773927,-0.491768333,-0.422878657,-0.256018211,0.59209242,1.582529876,-2.164888429,-0.946042746,-0.322152118,1.179123501,-1.088083081,-0.897148311,0.308243671,2.216274879,-0.988045485,-0.15503133,1.049354523,-0.190985929,-1.203384272,0.788033958,-0.863337846,-0.584088866,1.083667485,0.729472731,-1.239513949,-0.30728188,0.733871275,-0.714383077,0.446336799,-1.353268999,-0.141341161,0.766406174,-0.156734359,-0.34585355,0.483325948,-0.090506092,-0.622077323,1.084908945,-0.475602064,2.358028723,-1.464900379,-0.410529992,-1.631206032,0.545949206,1.016233,-0.82843826,-1.698790584,0.193479082,1.299797532,-0.268686335,-0.53276608,0.255228088,0.61781293,-0.063574817,0.136860763,0.642819487,-0.368274868,-1.04340188,03/31/2018
212,1.1187376,1.067705853,0.341470923,-2.380838851,-0.072775492,0.58200385,-0.325377414,0.838181222,-1.173621058,0.220600214,0.502328703,1.80322786,0.182423037,-0.200109298,0.059742433,0.750596882,-0.421039204,-0.705820185,0.407701464,0.830273166,-0.326506324,0.427735358,-0.668139819,-2.13034582,1.151963716,-0.955781161,-0.868903953,-0.370814632,0.938412086,-1.44159003,-0.734673904,1.283240181,-0.161537628,0.938173343,-0.547993295,0.269558313,-0.975412604,0.175971309,1.064734079,0.703662408,-0.110343308,0.181489668,0.995426035,2.052702257,1.037749371,0.007458993,1.066218829,-1.639064067,0.333373009,-1.150478965,-0.570983048,-0.400895033,0.40828354,-0.226718839,-1.829503162,-1.082019025,0.139255008,0.311936219,-0.168518,0.25775762,1.203068223,-0.276070296,-1.154194251,0.551729045,-0.006082246,-0.484787961,-0.288648607,1.354801498,0.468846793,-1.215464636,0.80484142,0.82811539,-0.554047119,1.161672571,0.20971811,0.102879767,0.004628191,-0.16324293,0.606739832,-0.126906343,-0.385934982,-0.357815679,2.007664079,-0.437901235,0.524848929,0.44692797,1.3617273,-2.110773494,0.93390554,0.663748096,-0.408367669,0.840793746,-0.756899681,-0.087741228,1.731423254,-1.584671736,03/31/2018
213,1.086561952,-1.046837497,0.490733782,1.100331701,-0.113191163,-0.564511993,0.259814215,1.113744474,3.401073627,0.301993168,0.932013791,-0.890190677,-0.998443284,0.1790022,-0.450904736,0.396339601,0.504326181,0.254674433,-1.951766535,-1.049088496,0.18787091,-0.075307298,-1.355756467,-0.495051609,1.669109224,2.186079655,0.981708581,-0.145823833,0.294395477,-0.745537818,-0.885991085,0.948678007,-1.193188837,0.876405011,3.116438165,-0.505194748,-0.819522938,-0.885086138,-0.651118626,-0.423212896,0.659083526,0.170767862,-0.002792149,-0.351381004,0.628867838,-0.200499244,-0.329332579,0.688457931,0.358223815,-1.009079824,0.659558737,-1.338321454,0.35879566,1.992402758,-0.570353222,-1.37283223,2.267206582,-0.152631401,1.124763003,1.455127858,-1.210037226,0.732870831,0.836009804,-0.471067096,0.339848611,-0.153870587,-1.026542122,2.305860107,1.503562999,-1.476628313,-0.680913672,1.916032488,-0.083518898,-1.024859557,0.183512157,-0.200109298,-0.188961167,0.385439307,-1.205912668,-0.684487986,1.660241651,2.59715307,-0.035923904,-0.347476998,0.092734354,0.058439582,0.713494046,0.893492142,0.718239335,1.09837174,-0.198079988,0.151238737,-1.627454367,-0.439754331,-0.504674063,-0.750089839,03/31/2018
214,0.157973545,0.956265467,-2.24195901,0.173873786,1.389510089,-0.412028385,0.249619916,1.6642025,1.208131835,-0.106418838,-1.71321517,0.302472927,0.536826974,-1.39212716,-0.419452135,-1.825846994,-0.953609742,0.643949534,0.323925633,-1.420085027,-0.892580374,0.243076101,-0.490560979,-0.312579687,1.23294285,0.444815669,0.013502586,0.130839908,-1.661155693,-0.483928488,0.710833774,0.406289473,0.988670763,-0.161072649,-0.061888841,0.27479814,0.582820121,0.159988076,1.103983323,1.068517577,0.01908802,-0.762104264,1.547646207,-1.168004928,-0.439838459,0.510328846,-0.37114205,-0.190128731,0.303434717,0.441862085,0.203310719,-0.682941845,0.806110165,0.985555744,-0.659654233,-1.558119038,0.721013294,1.486255314,-0.972095222,-2.045835572,-3.377208486,-0.590086984,0.647246452,-1.154492111,-0.936393008,-0.350485152,-0.080831342,0.191998879,-0.90127287,-0.097882094,-1.102998795,0.459303919,0.291041715,1.017642717,-0.467907739,3.08820745,-0.410863095,0.317161266,-2.247652446,-1.108355718,-0.244493776,0.590725904,0.802938303,0.82338147,0.962445483,-1.667572178,-0.141805003,0.132693003,0.147989567,-0.337986421,-0.056984391,2.285578375,-1.3603767,1.500488906,-0.366392214,0.110727569,03/31/2018
215,-1.506173248,-0.317563718,1.627454367,1.02731974,-0.168439556,1.339258233,-1.936077751,0.862116849,-0.604443358,-0.309848929,-0.592274318,-0.744427098,-1.593325578,-0.989293767,0.481177267,-0.573686521,-0.230566002,-0.029954208,0.601323791,0.122357733,-1.421972229,-0.911193183,-0.635689048,1.692669684,-0.737682058,-0.353904852,0.119121069,-0.286336217,0.732370609,-1.033956778,-0.672546321,-0.699942575,0.80515747,1.244807208,1.316172984,0.538771019,1.143832833,1.581993274,0.493323569,-1.701714609,-0.441524435,0.076535116,1.492285264,0.502936928,-1.434273145,0.684196948,-0.582185748,-0.253805865,-0.51696361,-0.788450052,1.266002982,-0.69516318,0.182423037,-0.38667622,0.323119593,0.737481969,0.041818566,1.65360234,0.03462219,-1.625730874,0.79022584,1.698790584,0.240634108,1.631206032,-0.245045157,2.47877324,-0.353497853,-0.425641247,-0.870131771,0.677637217,0.855811777,0.254594852,-0.220913989,0.433190053,-0.152322173,-0.912352789,-0.573145371,-2.684537321,-0.715074293,-0.207138555,0.083518898,0.873151293,0.988545708,0.050472408,0.369175268,0.918282694,2.114338713,1.326980055,1.526459528,0.949398782,0.11480779,0.598851102,-0.988793545,0.073312094,-1.312000677,0.844393071,03/31/2018
216,0.661651711,-0.232608954,-0.337338406,0.964148512,-0.367701887,0.465433914,0.209874997,-1.357102519,1.488569978,0.882484983,2.133310772,-0.28235263,1.000462362,0.44811145,0.065184622,0.460834144,-0.438321877,0.951201855,-1.186513146,1.444623194,1.287435225,-2.076549208,-0.500419901,0.484185421,0.806639946,-0.398243856,1.008952495,-1.588982741,-0.840684606,-0.804734555,2.177812348,-0.407535481,-0.155882844,0.065797394,-2.436463546,-0.85184638,0.295513019,-0.739089501,0.738887138,0.062577783,-1.422604328,0.357163117,0.773816282,1.394346327,-0.860234195,0.460154297,0.378691993,1.439213975,0.54018642,-0.015261321,-0.429831744,1.363275715,-0.72777766,0.061045284,-1.212429197,0.941863618,-1.000714747,0.015950263,0.355532848,0.250646508,-0.032249545,-0.016257218,-1.832368071,0.053153144,1.181424523,-0.270987357,-0.266704774,-0.424302016,0.003940386,-1.54108875,0.356592409,-0.414777332,0.921904757,-0.03355126,-1.421553861,-0.59027002,-1.481198524,-1.346043064,0.343497959,-0.48814627,-0.125132829,0.456585667,-1.192877335,1.008570507,0.886104772,-1.44963451,-0.161305707,-0.100803845,1.307132607,1.952275852,-0.860234195,0.897719019,1.218513717,-1.897196853,0.093887138,0.508935045,03/31/2018
217,-0.64828555,0.554404096,0.456331009,-1.548405635,0.932486728,2.2950735,2.735650924,-0.352357574,1.389712452,-0.404295406,-1.021890057,1.177436388,-0.070474471,-1.09265784,-1.642301868,-0.254042334,-1.088083081,1.31109573,-1.138112111,2.075885277,-1.34151378,0.149614152,1.035000423,-1.173773398,0.444224497,-1.488338057,0.861562057,-1.456892278,0.130531816,0.314828412,-0.449718982,0.315953912,0.084362455,0.975289822,-1.91651452,-1.331795829,0.461685659,2.12519808,-0.915720193,0.965733307,1.280632205,1.060027444,-0.473803539,-1.665730451,0.498600912,-0.81791768,2.33289029,-1.031869488,-1.15315288,-0.340091901,-1.559146767,-0.003557261,0.841992005,-1.865764716,-0.108957465,0.673696832,1.20070581,0.714876478,0.82887027,0.370240514,1.319453986,-0.704446848,0.710340373,-0.056218141,-0.120123786,0.778882168,0.407868583,-1.616617737,-0.161072649,-0.949760306,-1.581993274,-0.264406026,-1.38032874,-0.44861963,1.352123036,-2.48041033,-0.535766276,0.989293767,-1.403300303,1.53858764,0.112113412,1.301937118,0.348371714,-0.064111418,1.724274625,0.506324795,1.231310307,0.513468876,0.678214747,0.491681931,0.060508683,0.555385213,0.418949639,3.248569556,0.623656433,0.953609742,03/31/2018
218,0.102495505,-0.770312454,0.868346888,-0.058132628,0.688747832,0.979605375,-1.922790034,-1.27130761,0.167353846,0.572605359,-0.502241164,1.223995696,-1.089051693,0.615223144,-0.05491529,0.0961154,-0.47860226,-2.220749593,0.286734121,1.243647603,1.074765805,1.334210538,-0.474146873,0.564423317,-0.651214123,-1.11062036,-0.314266799,-0.364839252,0.881582309,-0.932132025,0.430419504,0.416529247,-1.241164682,-0.056447789,0.660795649,0.844174792,0.176592039,-0.205653805,-2.011693141,-0.231509603,-0.752017968,0.35830567,1.335890829,0.631293915,-0.387994987,0.633162927,1.137527761,-1.100472673,-1.092239472,1.038667961,0.757815997,0.373765943,-1.400030669,-0.861230092,-0.167120788,1.784874257,-0.943414307,-1.742137101,0.74938157,0.195974508,0.31893137,-0.837420657,0.036383199,-0.359855221,-0.70385795,0.088816705,0.755574092,-0.335394361,-1.277510364,0.034316372,0.008988081,-0.91863285,0.588722742,-0.335152208,-1.03252205,-0.020540938,-0.406289473,1.109488039,-0.042814463,-0.467565542,-0.029724561,-0.751308562,1.576140676,0.073159754,-0.044192348,-0.756288046,-0.084132807,-2.323686203,-1.674679879,-2.308042895,-0.977629497,-0.614390956,0.408782626,0.423882511,0.716261184,0.574048045,03/31/2018
219,0.883842404,-1.836069714,-0.742611519,-0.174029537,1.018286184,1.145303941,-0.087818535,0.478001994,-0.012737473,0.958320925,-0.002410161,-2.388715075,0.886784619,-0.564511993,-1.545367923,-1.353078005,0.330381908,0.272654006,1.774806151,-0.684487986,-0.829517148,0.95312771,-0.933787305,0.947838998,-0.80093514,-0.527835482,-1.863581929,-0.712607289,0.664415438,-0.498860118,-0.178768005,1.503085514,-0.071855766,-0.624679615,-0.07108838,-1.062715,0.216291483,-0.233237643,-0.173484977,0.248357992,0.728375653,0.281795565,-0.123591235,-1.704324859,0.628681391,-0.471579824,1.223670552,1.003113539,0.262267577,-1.188370788,0.56648787,-0.23158691,0.42639499,2.662709448,1.037094535,0.830705176,0.768975497,0.907723461,1.212588359,-0.861562057,-2.51144229,-1.797043296,-1.549929038,0.292079676,0.393362143,-0.894747245,1.27647354,0.177835773,-0.299831981,-0.915720193,-0.10595727,-2.606175258,0.102342028,1.635266926,0.08751158,-0.633535819,-0.337743131,-0.144896148,0.777433797,-0.276467063,-0.726879534,0.089354444,-1.220444119,0.074769559,0.175659807,1.111045549,-0.487887064,0.52748419,0.366965196,-1.095859261,-0.592547167,0.694285518,0.970378551,1.297485142,0.634190656,0.748268576,03/31/2018
220,0.177681159,-0.256018211,1.540088306,0.466883421,0.197612735,-0.224285941,-1.116166004,-0.274719696,0.25665031,0.64913479,-0.493150765,-0.71883278,-0.679274308,-0.545949206,-1.389107638,1.646139935,-1.151072411,-0.53047529,-1.312000677,-1.838552635,1.287435225,0.645172804,1.378941761,0.62031404,-0.052693849,-0.051390998,0.754862413,-0.133233016,1.33982212,-1.16604042,-1.484181666,0.937579898,-0.774434739,-0.95192263,-1.67188773,-0.394519475,0.836118943,-0.052616542,0.183279099,0.397167241,0.035081484,0.107033884,-0.331351657,-0.151625272,-0.852836592,0.413444923,0.435207994,-1.078180958,0.420620836,-0.009217729,0.356267265,-0.685647592,1.431499186,-1.45314516,0.109957909,-0.027428086,0.652159997,0.606372623,2.267206582,0.515040028,-0.864894218,-1.532371243,-0.848442596,0.248199967,-0.315793613,-0.20088919,0.570353222,-0.377788183,1.626017365,1.382911705,-0.178846449,-1.319820058,0.32086291,0.152012944,-0.42656211,-0.652348717,-0.485131295,-0.016868853,1.612957021,2.320284693,-2.162505552,1.170883479,0.672833949,-0.240870577,-0.89909463,-0.06073833,0.282910833,1.95953362,0.44608214,-0.204481694,0.138483074,1.000967131,1.451608114,-0.671011549,0.833515514,-0.466711754,03/31/2018
221,0.249699497,0.597387952,-0.089200967,-0.289765012,-0.793470463,-0.217701199,1.185276233,-0.211439328,-1.514067662,0.41461135,1.07381311,2.004799171,2.081869752,1.254159088,1.062983301,1.490425348,-1.125051767,1.040507414,-0.095346877,0.382310645,0.024749625,0.572424597,-1.51142558,0.254832457,-0.565140681,0.663462743,-1.060966497,-1.155535756,0.336933681,-0.334828201,-1.460439307,0.331190222,-0.752120286,-0.476973128,1.016744591,-1.748448994,-1.524008439,0.90230742,0.36884785,0.632228421,0.646116405,-0.344066393,0.321426796,0.82930228,1.092796538,-1.146190698,1.111188794,0.866564278,0.636157438,-0.069018142,1.013288511,-1.946655175,-2.360502549,0.580645292,-0.296392955,-0.905645265,-0.294554638,0.151547965,-0.109034772,0.503109732,-1.209718903,-0.661461854,0.69613634,0.174883326,-0.309127017,-1.374205567,-0.146751518,0.898978669,-0.683133976,-1.140895165,1.728349162,0.18522428,-0.401144007,1.046175839,-0.376063554,0.900126906,1.297130439,0.257994088,2.0495645,1.085320491,-0.389563866,-0.098420969,2.634624252,-0.027733904,-1.461107786,0.162158358,0.188492777,1.58790499,0.120662662,-0.341714212,-0.760571766,0.259418584,-0.111112968,1.289363354,-1.181269909,0.224364385,03/31/2018
222,1.729031283,0.186936404,1.116593467,-1.180656,0.823167738,0.008911911,0.250962557,1.052410425,-0.394106792,1.70203748,0.799668669,-1.707276169,-0.448196715,1.255671123,0.605729156,0.665370408,-0.659367743,-0.88090701,-1.685348252,1.269936547,-0.332887566,-0.028652494,-0.917234502,0.033857077,-1.079686172,-0.44811145,-0.813649876,0.894519872,-1.942098606,-0.097729753,1.706289368,0.109419034,0.377951892,2.208307706,0.738384642,-0.635407105,-2.095421223,-0.640377493,1.14045406,1.335890829,-2.900706022,-0.970499059,0.548703838,-0.26741759,0.365738515,0.629333954,-0.938173343,0.059435479,0.076150855,0.487973466,-1.009207153,-2.08387064,1.055343546,1.197879556,-0.614945748,1.453804543,-0.511985263,-0.64000119,-0.826930773,-0.854598738,-0.070781425,-0.705721277,0.247885055,0.512334282,1.342641553,-0.918751084,0.932723196,-0.085822194,0.025514737,1.12735961,0.297112592,-0.053689746,-0.401889793,0.331674528,1.434918886,0.492027539,0.353578571,-2.462584234,1.366188371,0.401640818,-1.885300662,0.360100785,0.049706159,0.058056457,0.705917955,-0.520637968,-0.133618414,0.32118578,1.820208126,0.36721076,-1.779999366,0.054532165,0.588449893,0.529859108,1.31055458,0.563884441,03/31/2018
223,2.432025212,0.429580496,0.64366759,1.052676453,-1.056678229,1.732792043,-0.845047907,0.543552687,-0.88338993,-1.033956778,-0.59209242,0.39294946,-0.297671932,0.678023753,-1.448324838,-2.159340511,-0.282193469,-0.275433649,-0.358468242,2.321412467,0.256097792,-0.140028078,1.020471245,-0.104726041,0.955419637,0.26559519,0.163320237,-0.07400331,2.21449227,-0.08658958,-0.61531523,0.443970976,1.408438948,0.300071861,-0.655286385,-0.105726485,-1.411126505,-0.498426971,0.048557922,-1.061234798,-1.114028692,-0.888599061,0.354311851,1.406583579,-0.745740181,-0.97197244,-0.493841981,1.172402335,-1.957450877,1.539087862,1.491821422,1.301223165,-0.938173343,-0.934260243,-1.113744474,0.462621301,-0.289924174,1.496728146,0.451072992,0.328847136,0.69769726,-0.50528115,0.288648607,-1.643479663,0.005315997,1.082980816,-1.065272954,-0.785739758,0.668906068,1.089051693,-2.380838851,0.671204816,0.137015377,1.058417638,1.356333996,-1.879452611,0.860122782,0.263614766,0.891327545,1.491121111,-1.094047093,1.514067662,0.056447789,0.397828899,0.141573082,0.028652494,0.007075869,1.607086233,1.289188276,-1.468488335,-0.570444172,-0.027122269,0.866230039,-1.005648755,-0.272891612,0.63278776,03/31/2018
224,-0.44946546,1.159721705,-0.82800625,1.91316758,1.129674274,0.561644811,0.329332579,1.195530785,0.288249566,1.447451723,-1.826256266,-0.181333917,-1.912685548,0.192621883,-0.517400167,-0.633723403,0.536208518,0.504239779,-0.128603688,0.102033937,-1.246303327,0.325135261,0.479975597,-0.444562147,-0.18522428,-1.178509592,-0.396587438,-0.125132829,-0.881582309,-1.250639343,0.231430022,-1.978669388,0.719626314,0.862451088,-0.610515372,-0.059129661,-0.136243443,-1.205596618,1.145451733,-0.469443648,-0.673985596,0.947120498,1.862281351,-0.08566758,-1.335890829,0.67139581,-1.905118552,-0.334100605,-0.031407126,-0.91910124,-1.55529051,0.722006916,-0.089968353,1.051346317,1.524986146,-0.529771569,0.816210104,0.969275789,0.997185907,0.903457931,-0.709258074,-0.264406026,0.605361947,0.283866939,1.83073098,-0.144973455,-0.811203336,-0.291281594,0.687391548,-0.06541427,0.732570697,-0.735674348,-0.89041805,0.373520379,0.565769369,-0.249146979,-0.075997377,1.593325578,0.752017968,-1.025118763,-1.889848136,-2.131819201,0.631107469,-0.158980811,0.127754447,0.456500402,-1.654202606,0.626819201,0.286415798,0.323281029,0.777433797,0.842755981,0.185457338,-0.180090183,1.030437033,0.268131544,03/31/2018
225,1.10906285,-0.712409474,1.360760962,-0.637562607,-0.365738515,-0.365738515,1.113744474,-0.837637799,1.446578608,-1.180965228,-0.527220436,-0.254278802,1.416528903,-1.074222382,1.048822469,1.422395144,0.394271638,-0.037761083,1.217870249,0.182734539,0.173330363,0.636905497,-0.401475972,1.426192284,-0.582547273,0.168439556,-0.797144821,0.045110937,-1.340197286,0.709062533,0.085437932,0.044498165,-0.923425887,-0.522479695,-0.491595529,0.188571221,-1.290770797,-0.037531436,-0.647153229,-0.777847617,0.682844075,0.370650923,0.782099505,0.076304332,-0.037531436,-0.063114385,-1.226262611,-0.269400289,-0.090506092,0.050395101,1.74669367,-1.31690058,-2.933011274,0.9872997,0.451243523,0.138868472,1.880353011,-0.308243671,-0.807910965,2.488777682,1.847747626,-1.24930466,1.250973583,-0.624679615,-0.262189133,-0.269003522,-0.353822998,0.522566097,-1.271650945,0.626073415,0.153249857,0.460495357,0.619759248,-0.595559868,-0.652728431,0.741504209,-0.051774123,-0.719030595,1.417156454,0.489783361,-0.39253564,0.565230494,-0.192310381,0.952404662,0.290722255,1.493917807,-0.193713277,0.609686595,0.354800704,-0.140569227,1.169519237,-1.006790171,0.430168257,-0.432351044,0.181100859,-0.933787305,03/31/2018
