cust_id,industry,pd,exposure,lgd,lgd_var,correlation,sqrt_correlation,def_point,reporting_date,version
cust298,factor1,0.0390,242,0.31,0,0.18,0.424264069,-1.762410298,03/31/2018,0
cust299,factor1,0.1518,430,0.33,0,0.18,0.424264069,-1.028743974,03/31/2018,0
cust300,factor1,0.0630,952,0.32,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust301,factor1,0.1059,222,0.32,0,0.18,0.424264069,-1.248631187,03/31/2018,0
cust302,factor1,0.0132,392,0.39,0,0.18,0.424264069,-2.220276561,03/31/2018,0
cust303,factor1,0.1854,150,0.85,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust304,factor1,0.5460,677,0.72,0,0.18,0.424264069,0.115561597,03/31/2018,0
cust305,factor1,0.2176,94,0.66,0,0.18,0.424264069,-0.780324322,03/31/2018,0
cust306,factor1,0.1294,502,0.3,0,0.18,0.424264069,-1.129231948,03/31/2018,0
cust307,factor1,0.0739,375,0.43,0,0.18,0.424264069,-1.447346149,03/31/2018,0
cust308,factor1,0.3516,241,0.46,0,0.18,0.424264069,-0.381004378,03/31/2018,0
cust309,factor1,0.3378,885,0.23,0,0.18,0.424264069,-0.41847481,03/31/2018,0
cust310,factor1,0.2996,140,0.39,0,0.18,0.424264069,-0.525551302,03/31/2018,0
cust311,factor1,0.0127,573,0.17,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust312,factor1,0.1018,257,0.79,0,0.18,0.424264069,-1.271361704,03/31/2018,0
cust313,factor2,0.2091,404,0.63,0,0.18,0.424264069,-0.809548008,03/31/2018,0
cust314,factor2,0.0739,973,0.28,0,0.18,0.424264069,-1.447346149,03/31/2018,0
cust315,factor2,0.3378,329,0.32,0,0.18,0.424264069,-0.41847481,03/31/2018,0
cust316,factor2,0.5040,971,0.63,0,0.18,0.424264069,0.010026681,03/31/2018,0
cust317,factor2,0.0108,895,0.55,0,0.18,0.424264069,-2.297329152,03/31/2018,0
cust318,factor2,0.0205,826,0.76,0,0.18,0.424264069,-2.043530007,03/31/2018,0
cust319,factor2,0.0346,375,0.32,0,0.18,0.424264069,-1.817111776,03/31/2018,0
cust320,factor2,0.1854,873,0.46,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust321,factor2,0.0223,899,0.1,0,0.18,0.424264069,-2.008407562,03/31/2018,0
cust322,factor2,0.0294,840,0.23,0,0.18,0.424264069,-1.889685758,03/31/2018,0
cust323,factor2,0.0939,799,0.3,0,0.18,0.424264069,-1.317115238,03/31/2018,0
cust324,factor2,0.0294,867,0.45,0,0.18,0.424264069,-1.889685758,03/31/2018,0
cust325,factor2,0.0346,349,0.87,0,0.18,0.424264069,-1.817111776,03/31/2018,0
cust326,factor2,0.0122,649,0.1,0,0.18,0.424264069,-2.250771713,03/31/2018,0
cust327,factor2,0.1854,953,0.65,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust328,factor2,0.0138,722,0.11,0,0.18,0.424264069,-2.2029255,03/31/2018,0
cust329,factor2,0.1346,789,0.24,0,0.18,0.424264069,-1.104906744,03/31/2018,0
cust330,factor2,0.2766,487,0.24,0,0.18,0.424264069,-0.592971837,03/31/2018,0
cust331,factor2,0.4842,64,0.51,0,0.18,0.424264069,-0.039615086,03/31/2018,0
cust332,factor2,0.0113,470,0.83,0,0.18,0.424264069,-2.280129653,03/31/2018,0
cust333,factor2,0.5040,989,0.83,0,0.18,0.424264069,0.010026681,03/31/2018,0
cust334,factor2,0.0406,971,0.36,0,0.18,0.424264069,-1.743765435,03/31/2018,0
cust335,factor2,0.0605,486,0.54,0,0.18,0.424264069,-1.550589875,03/31/2018,0
cust336,factor2,0.0214,676,0.59,0,0.18,0.424264069,-2.025656474,03/31/2018,0
cust337,factor3,0.0294,167,0.81,0,0.18,0.424264069,-1.889685758,03/31/2018,0
cust338,factor3,0.0682,693,0.42,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust339,factor3,0.0682,687,0.35,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust340,factor3,0.0205,189,0.11,0,0.18,0.424264069,-2.043530007,03/31/2018,0
cust341,factor3,0.0833,274,0.18,0,0.18,0.424264069,-1.38321158,03/31/2018,0
cust342,factor3,0.2265,225,0.32,0,0.18,0.424264069,-0.750422972,03/31/2018,0
cust343,factor3,0.0127,321,0.6,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust344,factor3,0.0682,695,0.79,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust345,factor3,0.2658,732,0.61,0,0.18,0.424264069,-0.62556546,03/31/2018,0
cust346,factor3,0.1854,130,0.66,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust347,factor3,0.0306,418,0.84,0,0.18,0.424264069,-1.872047733,03/31/2018,0
cust348,factor3,0.2265,170,0.88,0,0.18,0.424264069,-0.750422972,03/31/2018,0
cust349,factor3,0.0439,768,0.89,0,0.18,0.424264069,-1.707118657,03/31/2018,0
cust350,factor3,0.0117,718,0.27,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust351,factor3,0.2996,912,0.77,0,0.18,0.424264069,-0.525551302,03/31/2018,0
cust352,factor3,0.0710,137,0.77,0,0.18,0.424264069,-1.468383798,03/31/2018,0
cust353,factor3,0.0495,383,0.27,0,0.18,0.424264069,-1.649721064,03/31/2018,0
cust354,factor3,0.0190,86,0.43,0,0.18,0.424264069,-2.074854734,03/31/2018,0
cust355,factor3,0.0117,535,0.88,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust356,factor3,0.1294,124,0.19,0,0.18,0.424264069,-1.129231948,03/31/2018,0
cust357,factor3,0.0833,309,0.11,0,0.18,0.424264069,-1.38321158,03/31/2018,0
cust358,factor3,0.0251,919,0.28,0,0.18,0.424264069,-1.958255838,03/31/2018,0
cust359,factor3,0.3378,654,0.65,0,0.18,0.424264069,-0.41847481,03/31/2018,0
cust360,factor3,0.0537,468,0.9,0,0.18,0.424264069,-1.609990181,03/31/2018,0
cust361,factor4,0.2553,650,0.9,0,0.18,0.424264069,-0.65790372,03/31/2018,0
cust362,factor4,0.3119,181,0.25,0,0.18,0.424264069,-0.490471913,03/31/2018,0
cust363,factor4,0.0390,478,0.24,0,0.18,0.424264069,-1.762410298,03/31/2018,0
cust364,factor4,0.5460,121,0.4,0,0.18,0.424264069,0.115561597,03/31/2018,0
cust365,factor4,0.0138,439,0.43,0,0.18,0.424264069,-2.2029255,03/31/2018,0
cust366,factor4,0.0190,903,0.15,0,0.18,0.424264069,-2.074854734,03/31/2018,0
cust367,factor4,0.0127,26,0.52,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust368,factor4,0.2176,102,0.59,0,0.18,0.424264069,-0.780324322,03/31/2018,0
cust369,factor4,0.0162,611,0.27,0,0.18,0.424264069,-2.139440622,03/31/2018,0
cust370,factor4,0.1346,509,0.32,0,0.18,0.424264069,-1.104906744,03/31/2018,0
cust371,factor4,0.1294,728,0.69,0,0.18,0.424264069,-1.129231948,03/31/2018,0
cust372,factor4,0.0630,149,0.22,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust373,factor4,0.0978,160,0.58,0,0.18,0.424264069,-1.294189421,03/31/2018,0
cust374,factor4,0.0439,244,0.39,0,0.18,0.424264069,-1.707118657,03/31/2018,0
cust375,factor4,0.0104,616,0.7,0,0.18,0.424264069,-2.311595226,03/31/2018,0
cust376,factor4,0.4470,396,0.5,0,0.18,0.424264069,-0.133244524,03/31/2018,0
cust377,factor4,0.0283,125,0.81,0,0.18,0.424264069,-1.906387109,03/31/2018,0
cust378,factor4,0.1712,597,0.39,0,0.18,0.424264069,-0.949433852,03/31/2018,0
cust379,factor4,0.5040,776,0.15,0,0.18,0.424264069,0.010026681,03/31/2018,0
cust380,factor4,0.0294,635,0.4,0,0.18,0.424264069,-1.889685758,03/31/2018,0
cust381,factor4,0.1194,215,0.78,0,0.18,0.424264069,-1.177991487,03/31/2018,0
cust382,factor4,0.0319,575,0.27,0,0.18,0.424264069,-1.853574909,03/31/2018,0
cust383,factor4,0.0113,354,0.63,0,0.18,0.424264069,-2.280129653,03/31/2018,0
cust384,factor4,0.0390,790,0.34,0,0.18,0.424264069,-1.762410298,03/31/2018,0
cust385,factor1,0.1018,447,0.78,0,0.18,0.424264069,-1.271361704,03/31/2018,0
cust386,factor1,0.0306,74,0.23,0,0.18,0.424264069,-1.872047733,03/31/2018,0
cust387,factor1,0.0739,92,0.26,0,0.18,0.424264069,-1.447346149,03/31/2018,0
cust388,factor1,0.4295,729,0.88,0,0.18,0.424264069,-0.177647269,03/31/2018,0
cust389,factor1,0.0630,292,0.81,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust390,factor1,0.0581,387,0.88,0,0.18,0.424264069,-1.570925305,03/31/2018,0
cust391,factor1,0.0162,379,0.44,0,0.18,0.424264069,-2.139440622,03/31/2018,0
cust392,factor1,0.0214,796,0.9,0,0.18,0.424264069,-2.025656474,03/31/2018,0
cust393,factor1,0.3809,229,0.34,0,0.18,0.424264069,-0.303117917,03/31/2018,0
cust394,factor1,0.0117,470,0.59,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust395,factor1,0.5040,687,0.83,0,0.18,0.424264069,0.010026681,03/31/2018,0
cust396,factor1,0.0149,264,0.39,0,0.18,0.424264069,-2.172738558,03/31/2018,0
cust397,factor1,0.3516,840,0.14,0,0.18,0.424264069,-0.381004378,03/31/2018,0
cust398,factor1,0.0251,923,0.12,0,0.18,0.424264069,-1.958255838,03/31/2018,0
cust399,factor1,0.0127,332,0.72,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust400,factor1,0.1294,291,0.85,0,0.18,0.424264069,-1.129231948,03/31/2018,0
cust401,factor1,0.1194,354,0.16,0,0.18,0.424264069,-1.177991487,03/31/2018,0
cust402,factor1,0.0306,630,0.27,0,0.18,0.424264069,-1.872047733,03/31/2018,0
cust403,factor1,0.0232,819,0.67,0,0.18,0.424264069,-1.991736288,03/31/2018,0
cust404,factor1,0.0978,893,0.34,0,0.18,0.424264069,-1.294189421,03/31/2018,0
cust405,factor1,0.0251,400,0.58,0,0.18,0.424264069,-1.958255838,03/31/2018,0
cust406,factor1,0.0682,518,0.39,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust407,factor1,0.0655,419,0.5,0,0.18,0.424264069,-1.510170202,03/31/2018,0
cust408,factor1,0.2453,642,0.6,0,0.18,0.424264069,-0.689354832,03/31/2018,0
cust409,factor2,0.1459,612,0.86,0,0.18,0.424264069,-1.054181125,03/31/2018,0
cust410,factor2,0.0272,316,0.78,0,0.18,0.424264069,-1.923637796,03/31/2018,0
cust411,factor2,0.3119,318,0.12,0,0.18,0.424264069,-0.490471913,03/31/2018,0
cust412,factor2,0.0117,730,0.46,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust413,factor2,0.4842,915,0.25,0,0.18,0.424264069,-0.039615086,03/31/2018,0
cust414,factor2,0.0168,875,0.63,0,0.18,0.424264069,-2.124839591,03/31/2018,0
cust415,factor2,0.0390,395,0.68,0,0.18,0.424264069,-1.762410298,03/31/2018,0
cust416,factor2,0.0127,998,0.14,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust417,factor2,0.0306,832,0.37,0,0.18,0.424264069,-1.872047733,03/31/2018,0
cust418,factor2,0.0476,146,0.66,0,0.18,0.424264069,-1.668583253,03/31/2018,0
cust419,factor2,0.1580,424,0.65,0,0.18,0.424264069,-1.002711665,03/31/2018,0
cust420,factor2,0.0272,345,0.51,0,0.18,0.424264069,-1.923637796,03/31/2018,0
cust421,factor2,0.0939,48,0.42,0,0.18,0.424264069,-1.317115238,03/31/2018,0
cust422,factor2,0.0833,494,0.39,0,0.18,0.424264069,-1.38321158,03/31/2018,0
cust423,factor2,0.0319,914,0.46,0,0.18,0.424264069,-1.853574909,03/31/2018,0
cust424,factor2,0.3809,620,0.39,0,0.18,0.424264069,-0.303117917,03/31/2018,0
cust425,factor2,0.0867,626,0.66,0,0.18,0.424264069,-1.361359843,03/31/2018,0
cust426,factor2,0.0406,69,0.62,0,0.18,0.424264069,-1.743765435,03/31/2018,0
cust427,factor2,0.0113,753,0.48,0,0.18,0.424264069,-2.280129653,03/31/2018,0
cust428,factor2,0.0630,774,0.76,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust429,factor2,0.0168,713,0.49,0,0.18,0.424264069,-2.124839591,03/31/2018,0
cust430,factor2,0.0223,997,0.61,0,0.18,0.424264069,-2.008407562,03/31/2018,0
cust431,factor2,0.0978,735,0.39,0,0.18,0.424264069,-1.294189421,03/31/2018,0
cust432,factor2,0.0117,129,0.73,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust433,factor3,0.3378,456,0.35,0,0.18,0.424264069,-0.41847481,03/31/2018,0
cust434,factor3,0.1018,734,0.36,0,0.18,0.424264069,-1.271361704,03/31/2018,0
cust435,factor3,0.2658,367,0.35,0,0.18,0.424264069,-0.62556546,03/31/2018,0
cust436,factor3,0.2766,320,0.42,0,0.18,0.424264069,-0.592971837,03/31/2018,0
cust437,factor3,0.0214,230,0.4,0,0.18,0.424264069,-2.025656474,03/31/2018,0
cust438,factor3,0.1059,791,0.6,0,0.18,0.424264069,-1.248631187,03/31/2018,0
cust439,factor3,0.0108,743,0.1,0,0.18,0.424264069,-2.297329152,03/31/2018,0
cust440,factor3,0.0710,945,0.36,0,0.18,0.424264069,-1.468383798,03/31/2018,0
cust441,factor3,0.2176,310,0.52,0,0.18,0.424264069,-0.780324322,03/31/2018,0
cust442,factor3,0.0332,547,0.19,0,0.18,0.424264069,-1.835713772,03/31/2018,0
cust443,factor3,0.2009,948,0.53,0,0.18,0.424264069,-0.838410846,03/31/2018,0
cust444,factor3,0.0867,67,0.85,0,0.18,0.424264069,-1.361359843,03/31/2018,0
cust445,factor3,0.0149,821,0.45,0,0.18,0.424264069,-2.172738558,03/31/2018,0
cust446,factor3,0.2553,824,0.27,0,0.18,0.424264069,-0.65790372,03/31/2018,0
cust447,factor3,0.1401,943,0.1,0,0.18,0.424264069,-1.079870166,03/31/2018,0
cust448,factor3,0.0655,429,0.56,0,0.18,0.424264069,-1.510170202,03/31/2018,0
cust449,factor3,0.3119,790,0.63,0,0.18,0.424264069,-0.490471913,03/31/2018,0
cust450,factor3,0.0867,374,0.31,0,0.18,0.424264069,-1.361359843,03/31/2018,0
cust451,factor3,0.2357,653,0.76,0,0.18,0.424264069,-0.720203028,03/31/2018,0
cust452,factor3,0.0197,297,0.88,0,0.18,0.424264069,-2.059984737,03/31/2018,0
cust453,factor3,0.0272,890,0.75,0,0.18,0.424264069,-1.923637796,03/31/2018,0
cust454,factor3,0.1243,251,0.68,0,0.18,0.424264069,-1.153756531,03/31/2018,0
cust455,factor3,0.2357,221,0.7,0,0.18,0.424264069,-0.720203028,03/31/2018,0
cust456,factor3,0.2879,802,0.47,0,0.18,0.424264069,-0.559530092,03/31/2018,0
cust457,factor4,0.1854,14,0.42,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust458,factor4,0.0162,190,0.43,0,0.18,0.424264069,-2.139440622,03/31/2018,0
cust459,factor4,0.1102,579,0.32,0,0.18,0.424264069,-1.225465184,03/31/2018,0
cust460,factor4,0.2996,928,0.16,0,0.18,0.424264069,-0.525551302,03/31/2018,0
cust461,factor4,0.0332,892,0.22,0,0.18,0.424264069,-1.835713772,03/31/2018,0
cust462,factor4,0.2357,341,0.57,0,0.18,0.424264069,-0.720203028,03/31/2018,0
cust463,factor4,0.2553,505,0.82,0,0.18,0.424264069,-0.65790372,03/31/2018,0
cust464,factor4,0.1018,769,0.55,0,0.18,0.424264069,-1.271361704,03/31/2018,0
cust465,factor4,0.0833,685,0.8,0,0.18,0.424264069,-1.38321158,03/31/2018,0
cust466,factor4,0.2453,425,0.34,0,0.18,0.424264069,-0.689354832,03/31/2018,0
cust467,factor4,0.0537,550,0.45,0,0.18,0.424264069,-1.609990181,03/31/2018,0
cust468,factor4,0.0903,227,0.81,0,0.18,0.424264069,-1.33890992,03/31/2018,0
cust469,factor4,0.0605,540,0.29,0,0.18,0.424264069,-1.550589875,03/31/2018,0
cust470,factor4,0.4842,595,0.46,0,0.18,0.424264069,-0.039615086,03/31/2018,0
cust471,factor4,0.2879,967,0.44,0,0.18,0.424264069,-0.559530092,03/31/2018,0
cust472,factor4,0.3965,437,0.55,0,0.18,0.424264069,-0.262416958,03/31/2018,0
cust473,factor4,0.3246,24,0.78,0,0.18,0.424264069,-0.454873846,03/31/2018,0
cust474,factor4,0.1781,930,0.56,0,0.18,0.424264069,-0.922630108,03/31/2018,0
cust475,factor4,0.1059,877,0.43,0,0.18,0.424264069,-1.248631187,03/31/2018,0
cust476,factor4,0.0769,880,0.12,0,0.18,0.424264069,-1.426236802,03/31/2018,0
cust477,factor4,0.0127,432,0.17,0,0.18,0.424264069,-2.235264336,03/31/2018,0
cust478,factor4,0.0516,10,0.64,0,0.18,0.424264069,-1.62953411,03/31/2018,0
cust479,factor4,0.0710,20,0.56,0,0.18,0.424264069,-1.468383798,03/31/2018,0
cust480,factor4,0.2009,13,0.35,0,0.18,0.424264069,-0.838410846,03/31/2018,0
cust481,factor1,0.1459,632,0.3,0,0.18,0.424264069,-1.054181125,03/31/2018,0
cust482,factor1,0.0605,39,0.35,0,0.18,0.424264069,-1.550589875,03/31/2018,0
cust483,factor1,0.1930,187,0.63,0,0.18,0.424264069,-0.866894167,03/31/2018,0
cust484,factor1,0.1346,277,0.66,0,0.18,0.424264069,-1.104906744,03/31/2018,0
cust485,factor1,0.0294,19,0.39,0,0.18,0.424264069,-1.889685758,03/31/2018,0
cust486,factor1,0.0939,886,0.36,0,0.18,0.424264069,-1.317115238,03/31/2018,0
cust487,factor1,0.0978,407,0.64,0,0.18,0.424264069,-1.294189421,03/31/2018,0
cust488,factor1,0.0630,418,0.33,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust489,factor1,0.0143,113,0.72,0,0.18,0.424264069,-2.188956526,03/31/2018,0
cust490,factor1,0.1644,856,0.4,0,0.18,0.424264069,-0.976533813,03/31/2018,0
cust491,factor1,0.0104,216,0.76,0,0.18,0.424264069,-2.311595226,03/31/2018,0
cust492,factor1,0.0143,765,0.64,0,0.18,0.424264069,-2.188956526,03/31/2018,0
cust493,factor1,0.0223,41,0.81,0,0.18,0.424264069,-2.008407562,03/31/2018,0
cust494,factor1,0.0332,931,0.42,0,0.18,0.424264069,-1.835713772,03/31/2018,0
cust495,factor1,0.0903,109,0.24,0,0.18,0.424264069,-1.33890992,03/31/2018,0
cust496,factor1,0.0867,457,0.15,0,0.18,0.424264069,-1.361359843,03/31/2018,0
cust497,factor1,0.3809,731,0.3,0,0.18,0.424264069,-0.303117917,03/31/2018,0
cust498,factor1,0.4653,284,0.44,0,0.18,0.424264069,-0.087089967,03/31/2018,0
cust499,factor1,0.0769,520,0.6,0,0.18,0.424264069,-1.426236802,03/31/2018,0
cust500,factor1,0.5246,557,0.31,0,0.18,0.424264069,0.061702185,03/31/2018,0
cust501,factor1,0.3809,184,0.61,0,0.18,0.424264069,-0.303117917,03/31/2018,0
cust502,factor1,0.4653,550,0.86,0,0.18,0.424264069,-0.087089967,03/31/2018,0
cust503,factor1,0.0581,272,0.83,0,0.18,0.424264069,-1.570925305,03/31/2018,0
cust504,factor1,0.0319,948,0.51,0,0.18,0.424264069,-1.853574909,03/31/2018,0
cust505,factor2,0.3119,889,0.18,0,0.18,0.424264069,-0.490471913,03/31/2018,0
cust506,factor2,0.0476,294,0.8,0,0.18,0.424264069,-1.668583253,03/31/2018,0
cust507,factor2,0.3119,815,0.59,0,0.18,0.424264069,-0.490471913,03/31/2018,0
cust508,factor2,0.0232,231,0.74,0,0.18,0.424264069,-1.991736288,03/31/2018,0
cust509,factor2,0.0558,679,0.66,0,0.18,0.424264069,-1.591042551,03/31/2018,0
cust510,factor2,0.0710,529,0.63,0,0.18,0.424264069,-1.468383798,03/31/2018,0
cust511,factor2,0.2357,947,0.28,0,0.18,0.424264069,-0.720203028,03/31/2018,0
cust512,factor2,0.3378,756,0.31,0,0.18,0.424264069,-0.41847481,03/31/2018,0
cust513,factor2,0.0214,531,0.82,0,0.18,0.424264069,-2.025656474,03/31/2018,0
cust514,factor2,0.1781,788,0.6,0,0.18,0.424264069,-0.922630108,03/31/2018,0
cust515,factor2,0.0261,215,0.45,0,0.18,0.424264069,-1.941480685,03/31/2018,0
cust516,factor2,0.2453,310,0.37,0,0.18,0.424264069,-0.689354832,03/31/2018,0
cust517,factor2,0.0272,356,0.83,0,0.18,0.424264069,-1.923637796,03/31/2018,0
cust518,factor2,0.1580,185,0.58,0,0.18,0.424264069,-1.002711665,03/31/2018,0
cust519,factor2,0.2996,370,0.42,0,0.18,0.424264069,-0.525551302,03/31/2018,0
cust520,factor2,0.0168,301,0.31,0,0.18,0.424264069,-2.124839591,03/31/2018,0
cust521,factor2,0.0605,615,0.6,0,0.18,0.424264069,-1.550589875,03/31/2018,0
cust522,factor2,0.0682,388,0.18,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust523,factor2,0.0422,276,0.89,0,0.18,0.424264069,-1.725707767,03/31/2018,0
cust524,factor2,0.2357,129,0.88,0,0.18,0.424264069,-0.720203028,03/31/2018,0
cust525,factor2,0.0422,541,0.56,0,0.18,0.424264069,-1.725707767,03/31/2018,0
cust526,factor2,0.0117,935,0.49,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust527,factor2,0.1712,424,0.89,0,0.18,0.424264069,-0.949433852,03/31/2018,0
cust528,factor2,0.0149,522,0.16,0,0.18,0.424264069,-2.172738558,03/31/2018,0
cust529,factor3,0.2009,694,0.27,0,0.18,0.424264069,-0.838410846,03/31/2018,0
cust530,factor3,0.0439,193,0.71,0,0.18,0.424264069,-1.707118657,03/31/2018,0
cust531,factor3,0.2453,938,0.35,0,0.18,0.424264069,-0.689354832,03/31/2018,0
cust532,factor3,0.1459,516,0.1,0,0.18,0.424264069,-1.054181125,03/31/2018,0
cust533,factor3,0.1644,648,0.1,0,0.18,0.424264069,-0.976533813,03/31/2018,0
cust534,factor3,0.1346,493,0.37,0,0.18,0.424264069,-1.104906744,03/31/2018,0
cust535,factor3,0.1854,775,0.37,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust536,factor3,0.1018,822,0.22,0,0.18,0.424264069,-1.271361704,03/31/2018,0
cust537,factor3,0.1854,424,0.38,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust538,factor3,0.0162,785,0.5,0,0.18,0.424264069,-2.139440622,03/31/2018,0
cust539,factor3,0.1102,244,0.36,0,0.18,0.424264069,-1.225465184,03/31/2018,0
cust540,factor3,0.0117,962,0.84,0,0.18,0.424264069,-2.266840026,03/31/2018,0
cust541,factor3,0.4470,940,0.33,0,0.18,0.424264069,-0.133244524,03/31/2018,0
cust542,factor3,0.2091,957,0.15,0,0.18,0.424264069,-0.809548008,03/31/2018,0
cust543,factor3,0.0332,572,0.15,0,0.18,0.424264069,-1.835713772,03/31/2018,0
cust544,factor3,0.0149,361,0.13,0,0.18,0.424264069,-2.172738558,03/31/2018,0
cust545,factor3,0.0143,62,0.59,0,0.18,0.424264069,-2.188956526,03/31/2018,0
cust546,factor3,0.1346,582,0.84,0,0.18,0.424264069,-1.104906744,03/31/2018,0
cust547,factor3,0.0122,892,0.32,0,0.18,0.424264069,-2.250771713,03/31/2018,0
cust548,factor3,0.0346,83,0.37,0,0.18,0.424264069,-1.817111776,03/31/2018,0
cust549,factor3,0.0739,542,0.32,0,0.18,0.424264069,-1.447346149,03/31/2018,0
cust550,factor3,0.0867,209,0.47,0,0.18,0.424264069,-1.361359843,03/31/2018,0
cust551,factor3,0.0800,883,0.49,0,0.18,0.424264069,-1.40507156,03/31/2018,0
cust552,factor3,0.0682,194,0.79,0,0.18,0.424264069,-1.489331868,03/31/2018,0
cust553,factor4,0.0182,562,0.26,0,0.18,0.424264069,-2.092430755,03/31/2018,0
cust554,factor4,0.0332,176,0.38,0,0.18,0.424264069,-1.835713772,03/31/2018,0
cust555,factor4,0.3965,235,0.12,0,0.18,0.424264069,-0.262416958,03/31/2018,0
cust556,factor4,0.0190,504,0.5,0,0.18,0.424264069,-2.074854734,03/31/2018,0
cust557,factor4,0.0346,902,0.19,0,0.18,0.424264069,-1.817111776,03/31/2018,0
cust558,factor4,0.2553,56,0.53,0,0.18,0.424264069,-0.65790372,03/31/2018,0
cust559,factor4,0.0360,342,0.65,0,0.18,0.424264069,-1.799118107,03/31/2018,0
cust560,factor4,0.0581,472,0.37,0,0.18,0.424264069,-1.570925305,03/31/2018,0
cust561,factor4,0.0710,214,0.25,0,0.18,0.424264069,-1.468383798,03/31/2018,0
cust562,factor4,0.2879,717,0.8,0,0.18,0.424264069,-0.559530092,03/31/2018,0
cust563,factor4,0.1401,715,0.54,0,0.18,0.424264069,-1.079870166,03/31/2018,0
cust564,factor4,0.1401,518,0.33,0,0.18,0.424264069,-1.079870166,03/31/2018,0
cust565,factor4,0.0205,300,0.51,0,0.18,0.424264069,-2.043530007,03/31/2018,0
cust566,factor4,0.1102,272,0.41,0,0.18,0.424264069,-1.225465184,03/31/2018,0
cust567,factor4,0.2265,769,0.88,0,0.18,0.424264069,-0.750422972,03/31/2018,0
cust568,factor4,0.2879,509,0.49,0,0.18,0.424264069,-0.559530092,03/31/2018,0
cust569,factor4,0.0306,795,0.16,0,0.18,0.424264069,-1.872047733,03/31/2018,0
cust570,factor4,0.0138,821,0.87,0,0.18,0.424264069,-2.2029255,03/31/2018,0
cust571,factor4,0.0374,931,0.71,0,0.18,0.424264069,-1.781688765,03/31/2018,0
cust572,factor4,0.0155,351,0.44,0,0.18,0.424264069,-2.157072704,03/31/2018,0
cust573,factor4,0.0132,938,0.56,0,0.18,0.424264069,-2.220276561,03/31/2018,0
cust574,factor4,0.4842,803,0.28,0,0.18,0.424264069,-0.039615086,03/31/2018,0
cust575,factor4,0.0537,815,0.22,0,0.18,0.424264069,-1.609990181,03/31/2018,0
cust576,factor4,0.1059,607,0.19,0,0.18,0.424264069,-1.248631187,03/31/2018,0
cust577,factor1,0.0283,269,0.89,0,0.18,0.424264069,-1.906387109,03/31/2018,0
cust578,factor1,0.0630,473,0.9,0,0.18,0.424264069,-1.530067588,03/31/2018,0
cust579,factor1,0.4126,953,0.77,0,0.18,0.424264069,-0.220861854,03/31/2018,0
cust580,factor1,0.1854,409,0.1,0,0.18,0.424264069,-0.894975846,03/31/2018,0
cust581,factor1,0.0190,966,0.44,0,0.18,0.424264069,-2.074854734,03/31/2018,0
cust582,factor1,0.0655,510,0.56,0,0.18,0.424264069,-1.510170202,03/31/2018,0
cust583,factor1,0.0272,828,0.45,0,0.18,0.424264069,-1.923637796,03/31/2018,0
cust584,factor1,0.0360,221,0.44,0,0.18,0.424264069,-1.799118107,03/31/2018,0
cust585,factor1,0.2766,984,0.66,0,0.18,0.424264069,-0.592971837,03/31/2018,0
cust586,factor1,0.0108,370,0.41,0,0.18,0.424264069,-2.297329152,03/31/2018,0
cust587,factor1,0.1401,760,0.31,0,0.18,0.424264069,-1.079870166,03/31/2018,0
cust588,factor1,0.0978,973,0.34,0,0.18,0.424264069,-1.294189421,03/31/2018,0
cust589,factor1,0.0439,216,0.67,0,0.18,0.424264069,-1.707118657,03/31/2018,0
cust590,factor1,0.1781,959,0.43,0,0.18,0.424264069,-0.922630108,03/31/2018,0
cust591,factor1,0.0283,83,0.58,0,0.18,0.424264069,-1.906387109,03/31/2018,0
cust592,factor1,0.1194,205,0.11,0,0.18,0.424264069,-1.177991487,03/31/2018,0
cust593,factor1,0.0283,199,0.15,0,0.18,0.424264069,-1.906387109,03/31/2018,0
