iteration_id,factor1,factor2,factor3,factor4
501,-0.906060822,-0.468967111,0.017961529,1.146331658
502,-1.963746993,-1.658625673,-1.716622297,0.234844625
503,-1.199651081,-1.896269546,-0.984867699,-1.136735567
504,0.494962065,0.625015249,-1.116412947,0.874068169
505,0.535591071,0.419244145,0.330917005,0.47639024
506,0.727377531,-0.023830575,0.405579923,2.786217013
507,-0.894946874,-0.203231987,-1.415438369,0.014409449
508,-0.045034692,-1.709246087,-0.324742156,2.133377388
509,-1.295963073,-1.620786535,0.317976705,-0.704513744
510,1.783902596,1.583054713,0.666623922,-1.260260297
511,0.454171951,0.46518131,-1.972020222,0.376027903
512,-0.12353525,-0.803040492,0.034844238,1.989136814
513,0.226982771,-0.803680525,0.299709774,1.733606481
514,-0.166355089,-0.438297538,1.086814428,-0.324878497
515,0.161257674,0.704477275,1.673422348,-0.582129599
516,-0.187021966,-0.107100648,1.074081259,1.633771925
517,1.448568562,0.489406854,0.843693202,-0.719321218
518,-0.99254424,-1.322105649,-1.052512967,0.412486565
519,0.748290613,0.49007311,-0.699061692,0.218160687
520,-1.838475279,-2.113860429,-0.611004753,-0.532530081
521,-1.687063479,-2.214260621,-0.414740653,0.414365602
522,1.419738012,1.824377421,0.376227943,2.311536553
523,0.35821597,0.053416556,-1.602519236,2.17371839
524,1.590170842,1.201666957,1.282224571,1.218067389
525,1.177674187,1.21898788,1.003483917,-0.51399733
526,-0.169308301,0.023721628,-0.578291729,2.046468168
527,-1.162731457,-0.42940836,-0.801034914,-0.035582119
528,0.019513322,-0.089173158,-3.379954557,-2.861723358
529,0.308173354,-0.498215718,0.193200967,0.802025356
530,-0.418747207,-0.691833075,-0.040728881,1.54855468
531,2.219489536,2.412423151,1.360020036,-1.319494718
532,-1.69772522,-0.737360234,-0.398578216,-1.524431332
533,-1.264514351,0.356391953,1.674285106,0.456261435
534,0.066737169,-0.079689,-0.663994622,-1.440046531
535,-0.599488367,-1.021474992,0.252359351,0.700017905
536,0.404785119,1.292215753,1.84115158,1.46199274
537,-1.915522077,-1.980394403,0.035652657,0.106128322
538,0.010981915,-1.060534073,-0.244989439,0.29795096
539,-1.432158266,-0.506265634,1.665853583,-1.297341728
540,1.695567325,1.556104252,1.274964509,1.600837131
541,0.091924797,0.182268739,-0.911846302,0.394355884
542,1.289558984,0.748520711,1.351497075,1.409714218
543,-1.050804734,-0.236124218,-0.511576665,-0.243803096
544,-0.612786908,-1.091172861,0.791929551,-0.813875031
545,-0.307210299,-1.447744849,-0.419766939,-0.280232147
546,-0.641727503,-0.399469764,1.083533965,0.693425165
547,-0.819861835,-0.529506663,-0.163978229,-0.407947716
548,-0.190994581,-0.271834876,2.147350404,0.547339784
549,0.271768824,-0.291530324,0.275619603,0.315035703
550,0.436606284,0.330425086,1.731032339,-1.689388294
551,0.700685975,0.693175957,-0.677555038,-0.008909789
552,-1.155257359,-1.071925146,-2.067551941,0.947681609
553,-0.2139636,0.362138503,-0.016940779,1.973629127
554,1.16586276,2.154252624,0.395578708,1.509935694
555,0.252968823,0.365661538,-0.218403477,0.080909865
556,0.845231975,0.732069545,-1.451426789,1.02448613
557,-0.290921808,0.552445619,-0.109520646,0.058534047
558,0.088599096,-0.621557054,-0.162423225,-0.707479804
559,0.72250159,0.549005038,-1.429302302,-0.467817308
560,-0.85499417,-0.887527343,-0.248494504,-1.827204539
561,1.891157041,1.166708848,-1.983890586,-1.100004968
562,-0.61559714,-1.947455433,-0.519829064,-0.119051052
563,1.904027519,2.106797183,1.558819361,1.696139584
564,0.053472732,0.870689068,0.281598438,1.815570283
565,0.611604899,0.787168068,0.503981804,0.879963382
566,0.228116001,-0.188156685,0.475004134,2.927522702
567,-0.74455035,0.04675265,0.530809285,1.040525743
568,-2.648406102,-2.119359433,-0.062758242,-0.977171214
569,-0.129177795,0.425269719,-0.125092925,-0.773834179
570,0.470507361,1.481794455,1.560936266,-0.215876229
571,1.658451915,1.190637869,0.808594479,-0.799796521
572,-0.882453181,0.550823723,-0.810768,-0.722042946
573,-0.438046863,-1.372210793,0.724656817,1.359957473
574,-0.838330351,-1.645110529,-0.69172758,-0.664223162
575,1.387019104,1.391163162,0.291845546,-0.301174575
576,0.195919192,0.606276599,1.036232448,1.854188537
577,-0.984110177,-0.186773765,0.02284021,-1.693584875
578,-0.438795044,-0.609039461,-1.142430541,0.085254072
579,-1.682574109,0.049916103,1.612344559,1.401648401
580,0.935042982,0.602177819,0.168855105,-0.068665898
581,-0.618827226,-0.134462772,0.569371259,-1.214517648
582,-0.378739414,-0.423139693,0.1804411,-0.8292221
583,0.684090809,-0.046799587,1.204680488,-0.338298693
584,0.982374196,0.20968198,0.694442671,0.374202813
585,0.543911761,1.336955527,0.264814177,0.473898676
586,-0.255611757,-0.387564192,2.152229002,0.056650938
587,0.300090723,0.393856282,0.361577561,1.448583201
588,-1.245500481,-0.834801245,-1.245830246,-0.860567304
589,0.865661715,1.041433802,2.914604684,0.883403577
590,-0.654142207,-1.009166569,0.491694307,0.944242617
591,-0.283273555,0.064392356,0.188877332,-0.369711324
592,0.165527431,-0.939440696,2.000390388,0.294563888
593,0.417811916,0.258229416,-1.229364369,0.430078213
594,-0.556856597,-1.010559043,0.111514603,-1.908266219
595,1.064452941,-0.153677719,0.123286628,1.83421398
596,-0.598429873,0.964646642,0.895100779,0.816543995
597,-2.137398223,-1.163935715,-1.521501787,-0.927631737
598,0.059756466,-0.601234848,1.075721135,0.176055573
599,-1.127377863,0.09380543,-0.743211321,-1.119033568
600,1.22545572,0.792684349,0.560267474,0.406456784
601,-0.645251461,-0.28740969,-0.273408772,-0.68111787
602,-1.3313413,-0.246258555,-0.520848919,1.198400942
603,0.799931908,0.15843273,0.453006387,0.976156268
604,0.993008073,2.646516984,0.604328902,0.034466226
605,0.086692198,0.039777973,1.454620321,1.397736894
606,0.058234866,-0.089065018,0.509097764,-0.517572894
607,-0.065516598,-0.186940394,-1.478343031,-0.739248393
608,-0.650148668,0.374440388,-1.181264982,-0.269839218
609,-0.807435951,-0.274416949,-0.191856302,2.254837989
610,0.027717884,0.568834265,0.476026876,0.730336957
611,0.723274041,-0.031363785,-1.029625479,0.526707321
612,-0.357490821,0.788203555,-1.397555821,-2.671294795
613,-1.120938401,-0.850626906,1.954625897,1.023417685
614,0.903513506,-0.540018608,1.034305742,-0.457566417
615,0.004846206,-1.400334487,0.915924197,-0.198089186
616,0.384281434,1.13970392,0.39659654,0.168908714
617,0.379706825,-0.476464812,-1.185599193,0.905946835
618,1.531256706,1.069368328,0.210013138,1.446383568
619,0.313621699,0.433893136,0.222727294,0.772046999
620,-1.29547691,-0.941066541,-0.435697007,-1.665055835
621,0.784989197,0.506973549,-0.63934816,0.279181009
622,-0.146618192,-0.585217874,-0.043239648,-0.754839735
623,-0.062735947,-1.025864932,0.249071353,0.840899128
624,-0.189640067,-0.681252384,-1.291223715,-1.757155834
625,0.506755662,0.370663423,0.157565998,0.706746791
626,-1.055986137,-0.10326271,-1.363187464,-0.461963863
627,-2.591436179,-2.347765106,-0.755452823,0.136962901
628,0.608620206,0.963680127,0.519615025,0.530106213
629,-1.390829858,-1.47602549,-0.861243985,-1.87859353
630,-0.185912591,-0.256368364,-0.492159185,0.112930909
631,-2.093240244,-2.326751083,0.375646669,-0.963976226
632,-0.972258701,-0.756643693,-0.640269406,1.096665175
633,0.940424675,0.451436929,-0.263546915,-0.612283822
634,0.979038359,0.600950812,0.048373384,-1.431771719
635,0.559616378,-0.180949546,0.35050804,0.097816699
636,1.780217052,1.796131949,1.335420194,0.131891996
637,-0.054440638,0.050501872,0.480604611,0.031677498
638,-1.610810149,-1.392396554,-1.21053797,-0.844429753
639,1.153989173,0.460967806,0.677855839,0.020737174
640,0.108680724,-1.275013078,-0.492563215,-0.161195429
641,0.267560319,-0.036152945,-0.060937666,1.097635511
642,0.447330497,-0.028383393,0.029002954,0.683119391
643,-1.111570388,0.122254293,1.267640132,-0.432427282
644,-0.580270018,-1.376706276,-0.116198991,0.215941996
645,-0.75316757,-0.424496602,-0.953261708,-0.226214868
646,0.035581327,0.403888177,0.956322657,1.740075026
647,0.635442712,0.007473886,0.042200357,1.706374877
648,-1.089678115,-0.554905601,2.298859922,-0.100089629
649,-1.024027825,-0.287521151,-1.452810116,-1.590161707
650,-0.667428191,-1.152486417,-0.329155691,1.160860612
651,1.497682684,0.160370249,-0.372241262,0.226020639
652,-0.998487032,-0.485565024,-1.164213491,-0.964316681
653,-0.137488336,-0.121591189,0.754426438,-0.30321617
654,-0.163568582,-1.301092643,0.347807336,0.848761685
655,-0.116791769,-0.159316291,-0.384161317,0.090038648
656,1.1329761,1.189435678,0.206363092,-0.43439476
657,1.965883334,1.591636869,-0.835655071,0.143255814
658,-2.178603263,-2.171904609,-0.874601273,-0.136936266
659,0.051848346,0.948129546,2.19487869,1.17708153
660,1.575218452,1.375537746,1.437143803,2.622081782
661,-1.083043238,-1.335039602,2.483107293,-0.280213207
662,-1.612312382,-1.488604984,0.625690301,-0.490187417
663,-0.473162331,-0.426880387,0.884076518,0.042713288
664,0.876766358,0.479638107,1.266897623,0.974598201
665,0.726404832,0.827872569,-1.806604221,-0.311788005
666,-0.973281646,-1.558623433,0.216356343,0.593964116
667,0.250518057,-0.381874131,0.400703325,0.434929527
668,1.213868291,-0.259811732,0.65515095,-0.237238696
669,-0.290064751,-0.979941335,-1.084120913,-1.660944758
670,-0.019560733,0.130202222,-0.358637965,-0.873879237
671,0.957938951,1.11379518,-0.065287352,1.397286176
672,-0.892295509,0.1137314,0.67173753,-0.744915144
673,0.840878278,0.895045693,1.238113473,0.547896011
674,-1.015423839,-0.844358808,-0.392021865,0.908438338
675,-0.993230705,-1.275726056,0.572750817,0.882348595
676,2.263574805,1.610829956,0.071614734,0.219087614
677,0.059326936,1.620810071,-0.729800933,0.053747083
678,0.088734793,-1.072190256,0.975737823,0.408257896
679,-0.001736283,0.30566052,-0.744208864,-2.292725153
680,0.437220627,-0.125345051,1.415332701,-0.653526191
681,0.830290012,0.769623704,-0.164856144,-1.116378131
682,-0.406543352,-1.165977211,-0.87146463,-0.838903444
683,0.43034466,-0.999697732,-1.029420978,-1.46319662
684,0.589825137,0.642926288,1.661144926,-0.496800338
685,1.740030024,1.162754125,0.360697394,0.854879502
686,-0.95395268,-0.568367658,-0.410645718,2.031471761
687,-0.729917206,-0.286886975,0.199536129,-2.172376039
688,-0.232670508,-1.50643461,0.156948314,-1.733202279
689,-0.607190347,-0.229077044,-0.854618135,-1.308850671
690,1.829227258,0.996433916,1.933467761,-0.37381524
691,0.353414322,1.572486164,0.079041765,0.004360344
692,0.811834966,-0.108150537,-1.25839741,0.202886596
693,-0.493338642,-0.338925558,0.304943845,-1.515994567
694,-0.926343882,0.443511835,0.135364214,1.005575985
695,0.076419905,0.425426562,0.355704673,-0.731480646
696,1.473517974,1.290993956,0.210526974,0.045629835
697,1.448954348,-0.536029889,-0.760230219,1.572295612
698,-0.863408654,-1.643483399,-0.336478888,0.539880227
699,1.222584576,0.890215511,-0.756197805,-1.569032623
700,1.444337109,0.618905397,-0.624385283,-0.566819076
701,0.267594882,-0.901536913,-0.192589898,1.191321809
702,0.687660297,0.637093079,0.130239475,-0.664312594
703,-0.424006269,-0.790065893,0.836249707,0.481445658
704,0.097763818,0.910127523,1.620991946,1.213995523
705,0.686089001,-0.050816979,0.921081156,-1.050378508
706,1.521274416,1.720987907,0.420586158,0.006648799
707,-1.039406625,-1.430532678,-0.280662087,-0.224689626
708,0.629796436,-0.509918348,-0.162122977,-0.43163539
709,-0.033837588,0.465384173,0.057033828,0.110364137
710,-0.225429834,-1.239550219,-0.115133432,0.080151137
711,-0.017762706,0.528405072,-1.770610468,-2.954767725
712,-0.838521914,-0.000228647,1.925620856,1.756179307
713,-1.615579003,-1.326809508,1.024850707,0.083813446
714,0.768589191,0.906003519,1.293682244,1.784425984
715,0.107304628,0.055605846,-1.882587018,0.525919713
716,-0.688123812,-1.320700323,0.144518448,0.426914357
717,-1.44545469,-1.05072635,-0.045676755,-1.190200605
718,0.112862481,0.133211727,1.728300244,1.502223839
719,0.009827818,1.248153637,0.480462162,-1.641270146
720,-1.273870157,-1.177666172,-0.263564654,-0.601442359
721,-1.592680517,-1.609756237,1.283066147,0.28695068
722,0.135576087,0.040388381,0.822532166,0.629631416
723,1.33388554,2.380838839,-0.308373549,0.831464527
724,1.251043574,0.737209797,-1.310260843,-0.546278382
725,0.257262973,-0.278877835,0.136361064,-0.495994794
726,1.017560501,1.420924793,-0.808241854,-1.207185573
727,-0.686710584,-0.413456499,-0.893676554,-1.381240762
728,1.369544377,0.226696852,0.846048478,-0.798403088
729,-0.197030169,0.218003139,-0.07041811,0.771537942
730,0.475535351,0.283533856,-0.4102151,-1.344668472
731,-1.214775468,-1.401441949,-0.2064326,-0.052895916
732,0.331196959,-0.283051807,-0.842323756,-0.076707451
733,-0.206872666,-0.090183413,2.642448765,1.370568161
734,-0.321549412,0.449584295,-0.923727846,-1.782346805
735,1.214963801,0.645719704,-0.003868299,-0.667343606
736,1.24495212,0.720006491,1.359917165,0.539332171
737,0.141556984,-0.5737526,0.101354149,-1.02776891
738,-1.781275816,-0.09969239,1.443144809,0.564504218
739,0.34455051,0.402572075,-1.921628352,-1.187741246
740,-0.641291087,-0.404022871,0.499372312,1.253063921
741,1.455246043,0.687713631,0.641850689,-0.154525197
742,0.512257294,0.880886768,0.42853134,-0.40543234
743,0.944077487,1.041158659,-0.53568899,0.459917591
744,1.217843231,1.144370138,-0.034930685,0.833769266
745,0.785951807,-0.382454996,-2.037674501,0.638386938
746,-1.02905634,-1.002352524,0.56281208,-1.335383885
747,1.210685634,2.24185058,-1.047620456,-0.503843264
748,0.484186622,0.330893395,-1.068666457,0.083109153
749,-0.671157567,-0.99496813,1.220975932,1.795669962
750,-0.898576059,0.435504026,0.293054551,0.560465185
751,-0.095500903,0.354063046,0.539127218,1.865141757
752,1.291876136,0.316075386,-1.015970874,0.377287048
753,-1.008502631,-0.043120414,-0.339800072,1.135519151
754,1.57844542,1.877798535,-0.214869444,1.986295894
755,-1.162677586,-1.410944195,0.136374806,0.442672878
756,1.359433799,0.981221353,-0.620583915,0.831899596
757,-0.31905146,0.70080248,0.422739415,0.35376823
758,-1.025179,-0.916377991,1.098839826,0.527680253
759,-0.33676209,0.03446248,1.4156693,-0.223697728
760,-1.308463792,-0.148429349,-0.060216141,-0.731753842
761,-0.582170632,-0.188194204,-0.048694828,0.067150725
762,0.002290711,0.403326437,-1.022323702,-0.911198986
763,2.079131183,1.713568727,-0.562370436,-1.186149492
764,-2.24357319,-0.329142331,0.186460837,0.355397629
765,0.157178127,0.031257991,1.135065242,0.576873729
766,0.704852767,0.332105459,0.816615789,0.45076475
767,0.328074406,0.405739578,0.66966381,-1.020391714
768,-1.541442682,-0.290543086,-0.572303164,-1.835241152
769,0.262985268,-0.339044123,0.803704003,0.463083568
770,-0.045348667,-1.364712641,-1.076691391,0.806136727
771,0.566954988,1.657265664,-0.402351774,-2.043465242
772,0.388482053,-0.360065133,1.930874917,2.043361227
773,1.376315026,0.818262506,-0.648076666,-0.028609406
774,-0.825618079,-0.8996032,-1.296939228,-0.001370499
775,0.970272874,0.626954848,-0.615133399,0.311904293
776,0.753775848,0.519884386,0.62763745,-1.392050477
777,-0.27595373,-0.565307246,0.709694373,1.447124288
778,0.742227389,0.816441189,-0.400145877,0.674470758
779,-0.477107367,-0.600375927,-0.011046419,-0.455436742
780,2.083625667,1.241163328,-0.708022459,-0.378679902
781,0.930946457,-0.321435613,-1.133770107,0.251072827
782,0.200754535,-1.318218167,0.448976522,2.203086388
783,0.667116864,0.933681176,-0.018750236,-0.614849248
784,-1.304577475,-1.086580221,-1.391944152,-0.226784973
785,-0.719708801,-0.099256491,-0.705121964,-0.703931896
786,1.070153187,1.009684068,2.287703143,0.372463507
787,-2.029515958,-1.615191141,0.562069865,-0.104800698
788,1.321839361,1.337780054,2.227368476,0.594686837
789,-0.268381623,-0.483845131,0.148849828,0.420232727
790,1.589625068,1.106104071,-1.436464319,-1.311126397
791,-1.026547137,0.285648834,-1.479222664,-0.758770189
792,-0.557002631,0.648085795,1.618214433,0.954749896
793,-0.970098205,-0.649757988,0.245556969,0.197497928
794,-1.155107509,-0.687450835,1.103043297,-0.911365026
795,0.57682593,-0.004675997,0.299136995,0.628773522
796,0.735514658,1.440472496,-1.370404343,0.128714196
797,0.662353872,0.30141778,-0.406625681,1.830310355
798,1.273931034,1.324694998,-1.156797149,-0.564937124
799,-1.750130405,-0.587196867,-2.007482497,-2.158506711
800,-0.136108547,-1.200630867,-0.413854854,0.288105321
801,0.182628422,0.594626677,-0.876925128,-0.51980422
802,-1.772083915,-1.820614262,-0.143829535,-0.466121941
803,0.149721477,-0.679543274,-0.267979587,2.17692339
804,0.514814131,0.580509873,-0.729993863,1.870968502
805,1.575412702,1.753438859,0.830752858,0.050176368
806,-0.873892191,-1.010640368,0.288021709,-0.605853286
807,0.243066222,0.207351902,0.421191721,-0.175155835
808,-0.179794092,-0.689571379,-0.969739168,-0.44676744
809,-0.779351852,-0.178413068,1.48395983,0.018840218
810,0.063485061,-0.562324742,0.768732335,0.031904269
811,-1.967100615,-0.549847341,0.668469444,0.530369217
812,0.22972739,0.525206456,0.045808185,0.960438297
813,-0.783548323,0.190089179,0.534908127,0.75028478
814,-0.056773695,0.235506712,0.594482602,0.139406547
815,-1.048617955,-0.12017185,-0.759161824,-1.395203592
816,1.224187662,1.632279297,0.245290823,0.829807049
817,-0.477743392,-0.390511674,1.071873452,-0.183477841
818,0.438961635,-0.199821214,0.498545432,2.327633686
819,1.806763768,2.289470397,1.77104109,0.912759923
820,-0.850412649,-0.021838388,-0.088523539,-0.900724217
821,-2.316885598,-2.223602018,-0.209115655,0.784633664
822,-1.578045764,0.113468268,-1.869280468,-0.581300399
823,1.367360398,1.166569008,0.290424239,0.056665956
824,0.198701451,-0.194625866,-0.052685534,0.000762597
825,1.952959924,1.763268536,1.090509671,0.625421902
826,0.829411427,1.011242174,0.456442376,-0.3056713
827,1.091089976,0.887557503,-0.495892495,-0.398044252
828,-1.464265495,-1.757568302,-0.263689213,0.770916682
829,1.611947504,1.173080222,0.810665916,-0.593630264
830,-1.555793864,-1.038811471,0.065313029,-0.425528761
831,1.127815066,0.815690922,-0.403434577,1.388056099
832,-1.100621312,-1.373670226,0.250943495,0.427145916
833,-1.602374754,-0.789791903,-1.784659669,-0.105745164
834,-0.441725737,-0.619088594,-1.092653448,-0.307083244
835,-0.268576357,1.018230319,0.917577465,1.867247151
836,0.723929074,0.915140757,2.492659272,-1.314357984
837,-2.346623856,-1.82084572,0.763504662,-1.332719087
838,2.084821588,1.910997918,2.138179321,-1.674196281
839,-0.471253002,0.389029928,0.007996918,0.867653503
840,-0.798493819,-0.020516511,0.134792189,0.122960293
841,0.922944384,0.023752343,0.204346163,-1.200727389
842,-0.839474046,-1.593045723,-0.683400148,-0.039827079
843,0.750941189,0.133755524,0.206731813,1.0898414
844,-1.430052948,-0.644381101,0.077603404,1.06778094
845,-0.451983443,-0.870290438,-1.973635422,-0.890788161
846,1.89485907,2.28162071,1.367629057,-0.586973671
847,0.408631541,0.890760455,-0.527596693,-0.944925012
848,-0.495621144,-0.937580194,-1.767241564,-1.102723427
849,1.666836724,1.33523678,0.323336779,-0.081919776
850,-0.432034788,-0.253670438,0.467906951,1.838770742
851,0.115779643,0.005904144,0.558412239,1.180042702
852,1.675541283,1.094931898,-0.653325688,0.38707009
853,-0.328818675,-0.652341095,-1.281368784,0.64925258
854,0.675982079,0.293251528,-0.730721578,-0.342477457
855,-1.133100054,-0.923646678,-0.131342687,0.025109711
856,0.175484254,0.501083472,-2.018721825,1.8239814
857,1.83258153,1.138004762,-1.250904382,0.645817177
858,-1.577065975,0.318503146,0.744901257,-1.224893178
859,0.61642223,0.212825446,0.157678352,-0.182119474
860,0.606390554,0.999771387,-1.128571058,-3.088322989
861,0.671969684,-1.160734752,0.451033961,0.090071607
862,0.8148252,1.224716806,0.098691445,0.4830514
863,-0.769656192,-0.173276427,-0.007739908,0.65312161
864,0.504880901,-0.058292556,-1.397916001,-1.317614227
865,-0.675966645,-0.141924223,-0.741094056,-0.004962595
866,0.891410131,0.062539148,0.649525761,-0.097089627
867,-0.533088647,-0.58606043,-0.027485054,-0.493894613
868,1.000116478,0.457723364,0.866866981,1.690763494
869,-0.211297118,-1.245055095,-1.338489011,-0.556644384
870,0.675101359,0.075338403,-0.226571439,0.416551111
871,0.067564329,0.054027846,-0.076902657,1.064429739
872,0.07723898,0.28088204,0.535557621,0.387705672
873,-0.104213662,-0.780766369,2.305924035,0.781867373
874,-0.421748004,1.006177401,-0.039207843,1.436616169
875,0.743934543,0.121104102,-0.027292041,-0.761466129
876,-2.118261965,-1.596230888,-0.043024834,-0.4011136
877,0.495601004,-0.028883793,-1.235377216,-0.986952005
878,-1.798446338,-0.172368082,0.49868605,0.273631878
879,0.232785129,0.370583278,-0.788102667,-1.391009779
880,-0.130807178,-0.407470803,0.532331112,0.728357679
881,-1.712812162,-1.903239476,1.053785863,-1.082066903
882,-1.072409772,-0.493856572,-1.330603586,0.173903798
883,-0.159453545,0.882633487,-1.440243518,0.537608442
884,0.460870655,1.708923293,-0.536587169,-1.059243569
885,-0.523376291,-0.209943001,-0.313581577,-0.701829993
886,-0.108109397,0.018823914,-2.63818969,-1.877095205
887,-1.19048934,0.049851334,-0.31048171,-0.262653055
888,0.910690525,-0.378730783,2.107942742,0.025775196
889,-1.696540791,-1.41683965,-0.267401593,0.460536336
890,-0.583661886,-0.912302411,-1.014650123,0.513793851
891,-0.027747068,0.178371699,-0.349260233,-1.484938481
892,1.022404489,0.580329916,1.758725825,1.934645073
893,-0.020297414,-0.214204718,-2.512821807,-0.33530595
894,0.466865128,1.266006287,-0.44385829,1.045247213
895,-0.797122777,-0.636891763,0.358146987,0.805815872
896,0.323866652,0.94086725,1.582585897,-0.020654806
897,-1.088962236,-0.544553864,0.913595433,-0.485921559
898,0.267988701,0.538733696,-0.352010165,-0.692537048
899,0.104368231,0.632015776,-1.598447072,-1.085588181
900,-1.229965453,-1.559064857,-0.413311006,2.484671893
901,-1.777887433,-1.891881968,-1.243169151,-0.689091297
902,-0.965918291,0.156170243,-0.372885167,-1.551638616
903,-0.725452653,-0.498006454,0.201630302,1.023129408
904,-0.845814722,-1.544391795,0.328058024,-0.517466581
905,-0.539842898,0.582659835,-0.87827556,1.031405856
906,0.259558818,0.811721833,0.715593634,-0.090884675
907,2.041690448,1.32820136,-0.633277443,-0.241459133
908,0.432552835,1.193588573,1.499632946,1.702233564
909,1.912879906,1.105080232,0.26390424,1.098409881
910,0.878961612,0.890860949,0.051670351,1.308783116
911,0.974371546,1.202635755,-0.080333693,0.017341542
912,-0.522637995,0.359810395,-1.428556878,-1.502504268
913,0.030945025,-1.961143738,0.419087782,-1.14368744
914,1.101415155,0.723003242,0.175677892,0.59526461
915,-0.016244184,-0.406769631,-1.148750397,-0.015195614
916,-0.265180812,0.297292097,-1.296503552,-1.744628612
917,0.958897929,1.403614119,0.267091709,-0.220995905
918,0.457802818,1.058843717,-0.526679639,0.011335403
919,0.025068062,0.092160371,1.132436153,0.573910525
920,-0.506729698,-1.369703981,-0.004792634,0.55111101
921,-0.13398406,-0.76366279,-0.745809388,-0.79333231
922,-0.486340974,0.474582021,1.010503229,0.934964471
923,-0.584175713,-0.366695245,0.539604044,0.942788829
924,-0.212145132,-0.360850776,-2.327460169,-0.499010868
925,-0.526797278,0.089731963,-0.386271612,0.544352501
926,-0.606480992,-0.895528101,-2.251826051,-1.156146105
927,0.137625938,-0.299236264,0.042456826,-2.451211447
928,0.047017729,-0.136943051,-0.165033012,1.026004488
929,0.417233411,0.341899095,1.982184199,0.055174743
930,0.504222161,-0.020130707,-0.418164077,0.781033797
931,-0.444598715,-0.734429562,-0.365098181,-0.240453264
932,0.486352096,0.25176474,0.363507239,1.847827028
933,-1.786030272,-1.084523114,-0.319831372,-1.420543183
934,2.160194918,0.59893035,0.995415818,-0.358824714
935,-1.189207242,-1.305213489,-1.41743689,-2.813146742
936,0.53772226,-0.068841742,0.150207245,-0.264185473
937,-0.180198633,-0.739123662,-0.175503681,0.433310835
938,0.363355166,0.112977987,-1.535308455,0.40758444
939,1.254083167,1.786151658,-1.580505112,0.140115078
940,0.378453813,1.060341638,0.046457039,-1.178926032
941,-0.468322339,0.15900955,-1.153773519,-2.358543824
942,1.837407126,1.078610724,0.728115413,-0.62125259
943,-1.115753364,-2.008390954,1.692096929,0.901016543
944,-0.784439867,-0.180578,0.431993318,-0.925347782
945,-0.602278555,0.185611465,0.534134448,0.848399875
946,-0.3934206,-0.505769093,1.030976832,0.589573329
947,-0.457293582,-1.830175475,-1.906047945,-0.728759014
948,0.19057506,0.736721377,0.131640074,-0.619422044
949,0.070658849,1.762253431,0.98416413,0.604981483
950,0.815045682,0.246964898,-1.139751349,-0.824909997
951,0.058893445,1.886606138,-1.213077348,-0.837757774
952,0.261510187,-0.10950271,-1.645542055,0.033129224
953,-1.468931813,-1.605182451,-0.997667946,1.035921205
954,0.060150128,0.40031251,-0.556083127,-0.138572568
955,0.674644636,1.710837112,3.095465638,1.024604121
956,-1.19810536,-0.840619785,-0.005776854,0.27656944
957,-0.656738552,0.041029311,0.509018337,-0.25520744
958,-0.366728489,-1.499873524,0.142392884,0.676920606
959,-0.670357409,-0.754705505,-0.045364467,1.721122414
960,-0.38145845,-0.259154445,-1.201863531,0.800016106
961,0.179685654,1.189519789,-1.072858927,0.3571732
962,-0.861343061,0.648356343,0.424090028,1.074882674
963,1.348115329,1.960792746,1.829088385,-0.891611058
964,0.249876917,-0.468137992,-0.37727377,-1.335135703
965,-0.542443918,-1.259986846,-0.716796327,-0.123451683
966,-0.652588213,-0.284090031,0.913841801,-0.360397604
967,0.245082958,-0.094922154,0.284175937,0.285036215
968,0.6716602,0.47610776,-1.75471344,-1.500122524
969,0.785889926,-0.1843667,0.263394236,-0.06093194
970,0.925811881,1.82662722,-1.16251546,1.172827382
971,0.43744162,0.323654699,-0.57553269,0.852252661
972,0.464191788,0.342608656,-0.890420896,0.795346883
973,-0.424008545,-0.443548335,1.214541702,0.785437696
974,-0.301304504,0.261488885,-0.757735559,0.65034481
975,-1.452163903,-1.955491637,1.587210297,-0.222119334
976,0.150691651,-0.747066018,-0.065623118,0.628522613
977,1.197977167,1.031252583,0.583614295,-0.122512093
978,0.624418419,0.808979521,-1.328512321,-0.337724779
979,-1.153422511,-1.485373259,1.276048991,1.229545473
980,-0.519414463,-0.719114593,1.043811449,0.158086164
981,-0.924938987,-0.774350345,-2.161118199,-0.632765317
982,1.92649592,0.636883964,-0.701396938,0.78660691
983,0.505314322,0.526931027,-0.594989096,-0.376851414
984,0.041510514,-0.750344186,0.713731569,0.53267654
985,-0.771966444,-0.157849479,-0.848822174,-0.057454417
986,-0.081380749,-0.510217274,-1.120573306,-0.78009547
987,-0.513741974,-0.428468395,-0.649456084,-0.767801454
988,0.209080864,-0.782661684,0.90438528,0.69282461
989,-0.133914943,0.758574549,-0.181125172,-0.26438704
990,-0.367318531,-0.107301424,-0.824042783,-2.006463578
991,-0.81213719,-0.227923374,1.621827917,0.903930314
992,1.091788398,0.85622266,1.048879008,1.563431948
993,-1.636973076,-1.933572552,-0.233797586,-1.038613223
994,-1.375692937,-0.339634422,-0.939194596,2.901004811
995,0.349017199,0.68624005,0.645431253,-0.865304874
996,-0.47290175,-0.983328205,0.472511591,0.815590661
997,-1.110382191,-2.254692334,0.753541613,-0.501648456
998,1.496429109,0.890483061,-0.558106627,-0.846823589
999,-0.291689397,-0.980853754,0.681395458,0.610534997
1000,0.558044776,0.975329296,-1.067456505,-1.023477449
